Iteration	Posterior	Likelihood	Prior	alpha_g	epsilon	extinction	gamma_cats[1]	gamma_cats[2]	gamma_cats[3]	gamma_cats[4]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	r[5]	r[6]	speciation
18180	-30346.3	-30393.3	47.04	0.210445	0.0890593	0.575894	0.000748297	0.0400104	0.410365	3.54888	0.242109	0.12304	0.0825788	0.0706899	0.0906495	0.15602	0.0830784	0.0523119	0.122975	0.0519566	0.0766146	0.0337904	0.0668362	0.0645551	0.0747689	0.112301	0.0679899	0.0659614	0.0565387	0.0993311	0.107023	0.104779	0.117285	0.0903042	0.0606906	0.107783	0.118225	0.0906072	0.350283	0.108443	0.107635	0.147517	0.143211	0.0286387	0.0984194	0.131815	0.0577549	0.0742918	0.0457933	0.0564379	0.0601395	0.0900682	0.115798	0.145105	0.129264	0.0222275	0.0954321	0.0672257	0.131221	0.11815	0.0934545	0.156582	0.0947823	0.0533846	0.105539	0.119507	0.169146	0.0700436	0.0759817	0.0505452	0.0864522	0.127596	0.25329	0.193057	0.241129	0.312523	0.0257835	0.237608	0.344105	0.0187251	0.341715	0.032064	6.46642
18190	-30356.5	-30399.9	43.3652	0.204552	0.107712	0.726205	0.000619409	0.0364419	0.395432	3.56751	0.227546	0.112347	0.0814561	0.08083	0.0803751	0.1281	0.0873238	0.0610828	0.113341	0.0821857	0.0684302	0.0552578	0.060134	0.0683277	0.0766488	0.107866	0.0770425	0.0916134	0.0631968	0.0927195	0.110252	0.107471	0.160036	0.0983277	0.0543914	0.105818	0.106749	0.108959	0.449087	0.11711	0.0986302	0.150272	0.0771167	0.0503982	0.122826	0.0977009	0.10649	0.0886897	0.0951537	0.0843177	0.0982613	0.105507	0.0605758	0.160616	0.148879	0.0287983	0.112268	0.0756302	0.155452	0.118413	0.0872195	0.102259	0.0445294	0.155913	0.122513	0.0666576	0.0480002	0.094291	0.144288	0.0906253	0.168613	0.215505	0.25329	0.193057	0.241129	0.312523	0.0228202	0.23791	0.345268	0.01896	0.34287	0.0321724	6.74212
18200	-30363.3	-30405.9	42.5189	0.21423	0.107712	0.683044	0.000840226	0.0423666	0.419766	3.53703	0.215233	0.122961	0.0912468	0.0564136	0.084663	0.111195	0.0812506	0.0726728	0.114703	0.0718046	0.0634536	0.0516979	0.0423551	0.0578714	0.08192	0.103649	0.0672517	0.0776033	0.055461	0.0756637	0.0931179	0.108878	0.125734	0.0940846	0.0855721	0.0784104	0.120643	0.102793	0.354492	0.101433	0.0847842	0.137862	0.151036	0.0505845	0.121259	0.0906573	0.0772614	0.107386	0.00538506	0.119563	0.0867236	0.161408	0.0494122	0.196186	0.107302	0.029024	0.128318	0.077895	0.133571	0.177167	0.0886307	0.114999	0.0632218	0.0729761	0.1335	0.151255	0.0670737	0.0512742	0.129309	0.160016	0.11905	0.0999791	0.259902	0.191348	0.238994	0.309756	0.0228485	0.238204	0.345695	0.0181837	0.342857	0.0322122	6.34141
18210	-30353.1	-30388.3	35.1326	0.211502	0.199786	1.31133	0.000773237	0.0406636	0.413006	3.54556	0.214424	0.120421	0.0749416	0.0622637	0.0961992	0.148202	0.0897006	0.0805098	0.148552	0.0796324	0.100822	0.0638168	0.0705236	0.0534742	0.0865571	0.104116	0.101687	0.0833362	0.0629805	0.0684759	0.0945515	0.100152	0.151741	0.0967396	0.0518447	0.0786301	0.133639	0.104208	0.381981	0.116225	0.098127	0.17311	0.126297	0.0604605	0.107694	0.194309	0.0628053	0.112061	0.0570446	0.0186503	0.130206	0.247707	0.106126	0.134827	0.0969777	0.0278606	0.0613552	0.0977228	0.157196	0.244806	0.0941547	0.0851213	0.0755814	0.0472602	0.132206	0.0954502	0.0642645	0.149338	0.0457657	0.0479503	0.241445	0.114309	0.254866	0.190292	0.251089	0.303753	0.0228848	0.232126	0.344706	0.0166937	0.352867	0.0307227	6.56366
18220	-30351.3	-30393.8	42.5559	0.2076	0.141271	0.93704	0.000683958	0.038272	0.403201	3.55784	0.188704	0.141647	0.0904682	0.0596891	0.110653	0.148087	0.0729673	0.0652708	0.143609	0.0646012	0.0846271	0.0679073	0.052197	0.0476887	0.0849604	0.115247	0.0861976	0.0729608	0.0642145	0.0709879	0.0911705	0.0942025	0.158826	0.0823457	0.065241	0.0886096	0.10924	0.0988581	0.351159	0.109363	0.123726	0.183295	0.0611156	0.0422943	0.127568	0.0695423	0.0636187	0.0657851	0.0313101	0.133417	0.192693	0.136924	0.116466	0.20344	0.0849958	0.0601698	0.0479101	0.101821	0.113577	0.232744	0.104833	0.109845	0.051044	0.123909	0.0781243	0.108511	0.0432699	0.0867651	0.0166603	0.0583596	0.128042	0.0707931	0.254866	0.190292	0.251089	0.303753	0.0243726	0.216443	0.34821	0.0168633	0.356453	0.0376583	6.63293
18230	-30349.2	-30391.5	42.3055	0.20335	0.125928	0.833335	0.000595187	0.0357301	0.392344	3.57133	0.214539	0.128814	0.0691382	0.0699404	0.0796095	0.160019	0.0803258	0.052287	0.107054	0.0713057	0.0822851	0.0641607	0.043669	0.0519794	0.0897798	0.0873393	0.0927473	0.0611672	0.0512883	0.0724414	0.109501	0.11833	0.125149	0.0697192	0.0675485	0.080594	0.119718	0.0929108	0.354726	0.112237	0.124876	0.165251	0.0656699	0.0570523	0.16088	0.103239	0.0780102	0.0933681	0.038249	0.0579178	0.0362617	0.224877	0.0425367	0.156245	0.0907003	0.0655506	0.0722168	0.0805386	0.109478	0.249015	0.111828	0.125317	0.0664385	0.217673	0.145958	0.071658	0.0733727	0.119027	0.101993	0.143142	0.130869	0.106969	0.254866	0.190292	0.251089	0.303753	0.0346925	0.230834	0.334137	0.0161818	0.342048	0.0421065	6.61754
18240	-30351.8	-30395.7	43.8145	0.206343	0.0719036	0.476994	0.000656788	0.0375129	0.400008	3.56182	0.212083	0.128934	0.093544	0.0775317	0.0845886	0.159491	0.0869788	0.0535128	0.112625	0.0758837	0.0795939	0.0763984	0.076717	0.0490795	0.0877825	0.100277	0.107038	0.0773322	0.0546206	0.0709367	0.100753	0.11234	0.125481	0.0870495	0.0613869	0.114379	0.110901	0.111885	0.367503	0.101931	0.129467	0.163743	0.0547977	0.0578156	0.136364	0.0719911	0.120821	0.0927225	0.0950005	0.136044	0.109056	0.150049	0.101238	0.19558	0.0819126	0.0408987	0.144782	0.0759127	0.20654	0.196963	0.132898	0.116514	0.10946	0.0939509	0.162985	0.068327	0.0793157	0.0649674	0.0331249	0.0959922	0.0955255	0.153176	0.254866	0.190292	0.251089	0.303753	0.0338264	0.225072	0.354709	0.0118291	0.333508	0.0410553	6.63379
18250	-30354.1	-30393.4	39.3535	0.20263	0.0736854	0.415789	0.000580991	0.0353061	0.390486	3.57363	0.19168	0.112079	0.0759258	0.0880211	0.0982464	0.160854	0.0791508	0.0674525	0.118333	0.0623027	0.0732466	0.0674252	0.0580444	0.0668189	0.0840425	0.100423	0.0881265	0.0786746	0.0634816	0.0714081	0.104125	0.130593	0.134392	0.0753701	0.043178	0.107061	0.117018	0.102482	0.366744	0.119591	0.119275	0.175359	0.113385	0.0950166	0.152122	0.0774477	0.135888	0.109343	0.153243	0.0836851	0.0350351	0.113789	0.0447151	0.179452	0.0636213	0.165058	0.10838	0.0938104	0.133799	0.320357	0.131011	0.171388	0.0788903	0.0727517	0.158171	0.0486353	0.127999	0.136925	0.105447	0.0995322	0.0645928	0.12039	0.254538	0.191335	0.250765	0.303362	0.0248086	0.230112	0.362654	0.0120941	0.33532	0.0350113	5.64276
18260	-30365.4	-30401.4	36.0172	0.20191	0.0805286	0.508102	0.000567056	0.0348847	0.388625	3.57592	0.204348	0.1247	0.0685052	0.0710634	0.0837052	0.155784	0.0858354	0.0517221	0.107801	0.050937	0.0541814	0.0648062	0.0692648	0.0511884	0.0901883	0.0805826	0.0790267	0.079439	0.0501322	0.0681541	0.0877479	0.112245	0.129683	0.0711661	0.0639047	0.113054	0.125097	0.111283	0.404059	0.109536	0.110548	0.151885	0.177102	0.106403	0.11455	0.349427	0.126007	0.15415	0.0357436	0.0644206	0.0573978	0.118748	0.213297	0.100128	0.0676486	0.0825307	0.134009	0.109591	0.104865	0.274884	0.202304	0.0871843	0.0480142	0.07682	0.122545	0.0669537	0.0828181	0.120145	0.104369	0.0658347	0.122978	0.142946	0.254183	0.191069	0.250416	0.304332	0.0250876	0.2327	0.366732	0.0122301	0.327983	0.0352668	6.30958
18270	-30359.6	-30396.4	36.7252	0.214233	0.231881	1.59771	0.000840313	0.0423688	0.419774	3.53702	0.193769	0.119945	0.083865	0.0693816	0.113838	0.16262	0.0888922	0.0652477	0.116099	0.0609886	0.069147	0.0493226	0.0550282	0.0651754	0.0843371	0.111102	0.083392	0.0637913	0.0572888	0.0805871	0.107923	0.12579	0.157876	0.0788077	0.067326	0.088871	0.13044	0.103033	0.370734	0.111293	0.0988441	0.114033	0.293228	0.167325	0.176192	0.0963035	0.118586	0.180209	0.0593213	0.138596	0.0358111	0.144753	0.106679	0.134738	0.0679054	0.0741313	0.117718	0.0832118	0.085169	0.231776	0.127088	0.0971222	0.0477802	0.179418	0.0459371	0.153435	0.106808	0.151492	0.0743148	0.0946698	0.168943	0.0908678	0.255155	0.1918	0.247549	0.305496	0.0251227	0.233025	0.367245	0.0122472	0.328441	0.0339193	6.89021
18280	-30359.5	-30400.8	41.2275	0.214854	0.19887	1.48933	0.000856107	0.04276	0.421303	3.53508	0.186278	0.13399	0.0917775	0.0672638	0.10128	0.138047	0.0934807	0.0579014	0.106383	0.0613284	0.0817514	0.0667621	0.0725288	0.0469601	0.0711285	0.100569	0.092766	0.0717844	0.0657705	0.067915	0.0913847	0.100282	0.109169	0.0841991	0.0591759	0.0800605	0.121526	0.105971	0.316891	0.113929	0.0976219	0.11342	0.157525	0.0626223	0.178897	0.241194	0.0488357	0.0660327	0.121816	0.128179	0.0170829	0.133209	0.0610208	0.104216	0.0582655	0.0594236	0.142287	0.106131	0.0843726	0.157288	0.115335	0.107794	0.0647802	0.208963	0.144387	0.0234269	0.0565431	0.159341	0.0265611	0.0644545	0.137951	0.0642739	0.253927	0.19569	0.246357	0.304026	0.0229305	0.234099	0.367817	0.0122276	0.328953	0.0339722	7.48896
18290	-30346.4	-30384.9	38.5205	0.212817	0.0691146	0.405214	0.00080505	0.0414814	0.416274	3.54144	0.197692	0.127439	0.0813669	0.0829502	0.103712	0.165348	0.100793	0.072505	0.134312	0.071937	0.0526931	0.063633	0.0703426	0.0601129	0.086508	0.0992032	0.0840239	0.0786488	0.05171	0.0801996	0.0985429	0.111431	0.131884	0.100641	0.0567483	0.0852493	0.116856	0.108052	0.432455	0.112705	0.08995	0.144779	0.219401	0.0607356	0.217699	0.163155	0.0992114	0.0493415	0.140799	0.0547426	0.0175452	0.109761	0.06972	0.13875	0.0766176	0.0509869	0.099946	0.0774648	0.0819956	0.131123	0.10582	0.091201	0.0689695	0.132558	0.113499	0.0655756	0.0738114	0.177213	0.0367416	0.136772	0.184907	0.162325	0.254558	0.189702	0.250959	0.304781	0.0224496	0.237111	0.357271	0.0152787	0.333186	0.0347041	5.86294
18300	-30345.5	-30385.1	39.654	0.205488	0.0831194	0.551734	0.000638753	0.0370002	0.397828	3.56453	0.187392	0.11944	0.101867	0.0703806	0.107402	0.161261	0.087814	0.0441243	0.114223	0.0511118	0.0677646	0.0525503	0.0703397	0.0577226	0.0848626	0.114734	0.108388	0.0736958	0.0456993	0.092036	0.0946092	0.107811	0.119047	0.0967649	0.0572443	0.0816159	0.116101	0.115169	0.35404	0.111535	0.0904578	0.12884	0.136362	0.112891	0.244742	0.254718	0.242955	0.0299675	0.0203485	0.101291	0.0640635	0.125206	0.050709	0.084484	0.0884066	0.0950191	0.0688101	0.0793677	0.0662252	0.10266	0.0810041	0.0904396	0.0751473	0.193558	0.128117	0.0515564	0.107895	0.144982	0.108644	0.0985408	0.127426	0.0817289	0.255131	0.187243	0.251811	0.305815	0.0225635	0.238314	0.359084	0.0156899	0.334876	0.0294718	6.63785
18310	-30364.2	-30401.2	36.9384	0.209372	0.338041	2.44512	0.000723559	0.0393514	0.407673	3.55225	0.214769	0.129816	0.102243	0.0931313	0.110266	0.145752	0.10183	0.058574	0.12439	0.0508635	0.0756926	0.100753	0.0577133	0.061054	0.0819425	0.124895	0.0950759	0.081309	0.0447014	0.0921051	0.0907923	0.105539	0.133	0.103765	0.04569	0.102567	0.108158	0.114214	0.38665	0.121153	0.0917487	0.148446	0.201659	0.181812	0.220059	0.0520624	0.0957311	0.0233263	0.135887	0.0956741	0.0808686	0.109612	0.0569833	0.0777438	0.098874	0.0373935	0.101109	0.0789067	0.066288	0.0705316	0.137377	0.0662621	0.108699	0.101666	0.134675	0.0649795	0.0933613	0.262102	0.121924	0.119281	0.101424	0.109279	0.255131	0.187243	0.251811	0.305815	0.0261648	0.235554	0.354925	0.0184359	0.330998	0.0339218	7.23323
18320	-30355.6	-30396.1	40.4378	0.205692	0.289939	2.42833	0.000643023	0.0371222	0.398349	3.56389	0.212842	0.115611	0.114673	0.0803388	0.0967038	0.166567	0.0828181	0.0567872	0.120142	0.0703184	0.0732073	0.0973729	0.0628002	0.0597025	0.0836999	0.119629	0.095107	0.0636885	0.0521671	0.0823119	0.103824	0.124012	0.130825	0.0916514	0.0368634	0.0907344	0.121511	0.111715	0.3457	0.120219	0.091742	0.118009	0.158499	0.0655453	0.161701	0.0408661	0.0463247	0.0591819	0.0902168	0.0988297	0.041716	0.0732303	0.048752	0.182733	0.0694407	0.120372	0.112195	0.0922694	0.136318	0.107983	0.11704	0.0987889	0.056508	0.116282	0.182176	0.0610245	0.0790023	0.283734	0.105888	0.0827693	0.0747459	0.160316	0.256508	0.184847	0.248588	0.310058	0.0262972	0.236746	0.356721	0.0134706	0.332672	0.0340934	8.37532
18330	-30359.6	-30398.9	39.3541	0.209134	0.360777	2.85597	0.000718148	0.0392058	0.407074	3.553	0.184518	0.121369	0.0816242	0.0849935	0.115616	0.208149	0.0759346	0.0766096	0.117984	0.0581344	0.0654186	0.0629272	0.0861433	0.0499915	0.0865384	0.139642	0.0997682	0.0772286	0.0561257	0.121051	0.0990325	0.0961299	0.115249	0.0709927	0.0765286	0.0856975	0.10637	0.0977359	0.335124	0.110162	0.104973	0.124827	0.170978	0.0898198	0.19527	0.106631	0.0380079	0.0542628	0.0940852	0.0378717	0.0288653	0.121959	0.0633572	0.096889	0.0715102	0.108365	0.0982788	0.0817621	0.0978261	0.135418	0.113314	0.088859	0.0405903	0.0770142	0.186251	0.0669114	0.117934	0.266126	0.0175303	0.0613533	0.0475779	0.12691	0.248346	0.20218	0.249282	0.300192	0.0262214	0.236063	0.355692	0.0134318	0.331713	0.0368778	7.91615
18340	-30364.9	-30399.2	34.2544	0.203059	0.213191	1.51258	0.000589431	0.0355588	0.391595	3.57226	0.17556	0.167745	0.0837837	0.0928593	0.0977485	0.145266	0.0961599	0.0784022	0.129562	0.0652974	0.0638868	0.062224	0.0487437	0.0402827	0.0826756	0.145867	0.0736674	0.0750734	0.0619708	0.119357	0.0915491	0.0959338	0.173998	0.0941669	0.0573449	0.0991288	0.122483	0.10421	0.354887	0.0985005	0.105047	0.120357	0.15411	0.0741254	0.255863	0.0504497	0.0353786	0.0684413	0.131609	0.177279	0.0588999	0.192879	0.0734723	0.144793	0.0841655	0.0750669	0.0852945	0.131584	0.0684997	0.080162	0.114112	0.0895009	0.0356998	0.287795	0.166112	0.0635346	0.0955914	0.197717	0.0989793	0.0187246	0.104734	0.122091	0.247796	0.191925	0.24873	0.311548	0.0235217	0.237318	0.357583	0.013714	0.333477	0.0343865	7.09495
18350	-30348.6	-30387.8	39.2449	0.207774	0.0995217	0.625264	0.00068776	0.038377	0.40364	3.5573	0.210048	0.14529	0.0803318	0.0733844	0.0965233	0.163936	0.0934375	0.0575518	0.125529	0.0596553	0.0621041	0.0897059	0.0567276	0.0437449	0.072585	0.125653	0.0829813	0.0714668	0.0607773	0.0881595	0.0850588	0.0955219	0.134442	0.0950364	0.0635147	0.0907578	0.133266	0.119037	0.36226	0.103834	0.0901912	0.131684	0.157675	0.127078	0.377424	0.111747	0.0487282	0.0234323	0.0540433	0.0939622	0.0963416	0.114213	0.128051	0.130581	0.0835713	0.0709031	0.106141	0.108654	0.173094	0.0759419	0.109264	0.124218	0.100637	0.0209123	0.129796	0.0952176	0.0542138	0.0806069	0.0996336	0.0345932	0.0543855	0.0891612	0.245963	0.192368	0.249347	0.312321	0.0293767	0.235705	0.355152	0.0158628	0.32975	0.0341528	6.28268
18360	-30356.7	-30396	39.3942	0.204829	0.236467	1.85293	0.0006251	0.036607	0.396143	3.56662	0.200432	0.13323	0.0723899	0.0795763	0.115879	0.157135	0.0808908	0.0679751	0.12109	0.0707089	0.0612533	0.0571556	0.0601012	0.0627836	0.0730082	0.134592	0.115455	0.0637567	0.0695903	0.083689	0.086335	0.0878874	0.129645	0.0935415	0.0549621	0.0853314	0.123126	0.100766	0.400235	0.102233	0.0819722	0.109929	0.120206	0.0638345	0.0781204	0.28645	0.112362	0.0367551	0.0368838	0.0766658	0.0753826	0.19672	0.0979624	0.117567	0.0812272	0.109808	0.134234	0.109738	0.183873	0.0647633	0.0926218	0.123242	0.102758	0.0651955	0.044812	0.085659	0.145408	0.120798	0.161643	0.0285411	0.0970888	0.102137	0.248976	0.191599	0.248351	0.311073	0.0276336	0.254712	0.345931	0.0154509	0.325054	0.0312182	7.83589
18370	-30354.8	-30397.8	42.9866	0.201449	0.178319	1.2251	0.000558238	0.0346153	0.387428	3.5774	0.261838	0.147654	0.10655	0.0553739	0.0794949	0.154798	0.0767146	0.0857962	0.111737	0.0606263	0.06769	0.0924699	0.0515726	0.0642247	0.0704292	0.125214	0.0903474	0.0753053	0.0461655	0.0871581	0.101685	0.085776	0.134548	0.091413	0.0470363	0.0821555	0.136843	0.106445	0.35692	0.109345	0.0806871	0.129929	0.180656	0.0706682	0.211064	0.042505	0.0747499	0.0262781	0.0420879	0.0807244	0.0516355	0.144599	0.0901784	0.0576071	0.0813216	0.115996	0.218865	0.0916622	0.136642	0.0931392	0.0826963	0.0919475	0.0454397	0.105006	0.0908713	0.135093	0.0776606	0.112298	0.0980098	0.0510326	0.107777	0.0746466	0.245644	0.194385	0.244374	0.315596	0.0339448	0.253792	0.344681	0.0153951	0.323879	0.0283074	6.8703
18380	-30332	-30381.8	49.7733	0.202009	0.131367	0.864496	0.000568963	0.0349427	0.388882	3.57561	0.234161	0.13875	0.0737642	0.0775699	0.10356	0.149894	0.0722628	0.0823492	0.113538	0.062218	0.0861664	0.0625667	0.0483203	0.0552872	0.0713722	0.117782	0.0793085	0.0848422	0.0664821	0.0908497	0.083813	0.0969065	0.126278	0.102065	0.0463633	0.0839451	0.138744	0.108333	0.392139	0.118546	0.0977019	0.128585	0.0570544	0.0924165	0.0862387	0.0810396	0.115552	0.0297073	0.0287552	0.0703789	0.131584	0.0764847	0.100995	0.120587	0.0956434	0.166739	0.0735262	0.0766166	0.0732941	0.0756935	0.0907587	0.102915	0.0639675	0.0984954	0.0849488	0.125235	0.0602043	0.0905397	0.04959	0.0546037	0.0413547	0.0966518	0.245926	0.19346	0.244655	0.315959	0.0337167	0.252087	0.342365	0.0152916	0.321703	0.034836	6.58077
18390	-30343.6	-30388.1	44.4574	0.209922	0.0277253	0.179824	0.000736165	0.0396886	0.409054	3.55052	0.254724	0.1279	0.0728834	0.069333	0.105152	0.184859	0.0925867	0.0655481	0.109548	0.0705582	0.0731576	0.0616115	0.0501333	0.0373877	0.0723797	0.113332	0.0776068	0.0786247	0.0846887	0.0954176	0.0914605	0.103677	0.123038	0.102799	0.0573128	0.0753657	0.145289	0.0950481	0.386733	0.11228	0.120022	0.170747	0.111885	0.047526	0.0988675	0.139277	0.0757888	0.0504097	0.0846372	0.0462578	0.11385	0.11099	0.0530488	0.0639499	0.0874095	0.228096	0.104377	0.0772604	0.179155	0.0765518	0.137428	0.114008	0.0774668	0.0488388	0.0537754	0.0581641	0.0739498	0.0959389	0.0885773	0.0424918	0.121739	0.0688326	0.245501	0.193125	0.245963	0.315412	0.0334274	0.249924	0.345332	0.0178374	0.318943	0.034537	6.48592
18400	-30340.7	-30391	50.3294	0.214085	0.136895	0.88836	0.000836583	0.0422758	0.41941	3.53748	0.218715	0.12768	0.0723657	0.0840138	0.113686	0.158219	0.0904591	0.0802828	0.112168	0.0671159	0.0708002	0.077247	0.0521024	0.0454318	0.0719364	0.127964	0.079596	0.0678371	0.057219	0.0879974	0.0933159	0.0863306	0.119457	0.105721	0.0665357	0.0755456	0.114088	0.113613	0.35789	0.114175	0.111192	0.160643	0.0579264	0.0828365	0.152516	0.0341643	0.0472972	0.0387759	0.079575	0.0728136	0.167765	0.092022	0.0298084	0.0580537	0.0763201	0.0837706	0.0958778	0.076929	0.122425	0.0753571	0.0944808	0.110303	0.0451523	0.126199	0.0768853	0.0719739	0.0778371	0.122859	0.0872398	0.0698108	0.0926412	0.071779	0.244625	0.196004	0.245085	0.314286	0.0318894	0.25258	0.343752	0.0199165	0.317483	0.034379	6.48935
18410	-30339	-30386.3	47.3528	0.210835	0.123366	0.791127	0.000757426	0.0402508	0.41134	3.54765	0.221329	0.137604	0.0748556	0.0713797	0.12988	0.182409	0.0827897	0.0824496	0.124942	0.0544765	0.0741118	0.0643871	0.0609219	0.0417293	0.0807381	0.119205	0.0848643	0.0876283	0.053159	0.075216	0.0826386	0.108511	0.135343	0.0754024	0.055808	0.103073	0.104765	0.104019	0.387508	0.109558	0.0900847	0.146475	0.130695	0.0690721	0.0974247	0.0993643	0.102769	0.0428972	0.0374953	0.0665159	0.171279	0.09002	0.0767179	0.0632906	0.0538963	0.148797	0.0907592	0.0782256	0.0806016	0.0988611	0.154082	0.0886592	0.0443193	0.12876	0.09623	0.0570554	0.0905859	0.136696	0.0587699	0.0355049	0.10705	0.102145	0.244625	0.196004	0.245085	0.314286	0.0257302	0.249028	0.349865	0.0172582	0.323129	0.0349903	6.41285
18420	-30346	-30385	39.01	0.209804	0.000958456	0.00561185	0.00073345	0.0396163	0.408759	3.55089	0.227469	0.128274	0.0756033	0.086348	0.1083	0.18602	0.0634154	0.0616791	0.123934	0.0552121	0.0646434	0.0679897	0.0398473	0.0443004	0.0749448	0.120197	0.0787897	0.0754651	0.0503841	0.0837671	0.0833555	0.106824	0.105526	0.0896417	0.0468168	0.0890769	0.141361	0.101018	0.365805	0.119471	0.106514	0.129858	0.161437	0.0245916	0.16171	0.170511	0.0732429	0.0287178	0.217962	0.0662221	0.158134	0.100117	0.166301	0.0619339	0.0858137	0.170412	0.159635	0.0795003	0.0961973	0.0842304	0.14916	0.0932309	0.0684388	0.0707435	0.0950958	0.0522357	0.140592	0.111989	0.142174	0.147593	0.0918292	0.137246	0.242346	0.203494	0.242802	0.311358	0.0258482	0.245583	0.35147	0.0173373	0.324611	0.0351508	5.8551
18430	-30356	-30397.6	41.6829	0.21457	0.0559109	0.317899	0.000848874	0.0425813	0.420606	3.53596	0.221037	0.143865	0.117691	0.0733443	0.121836	0.196398	0.0994398	0.086086	0.107166	0.0476682	0.0615844	0.074737	0.0654812	0.0593352	0.0704009	0.130223	0.0844771	0.0917422	0.0707457	0.113031	0.0897213	0.112483	0.138783	0.109695	0.0620491	0.110458	0.130573	0.116388	0.430299	0.116938	0.10261	0.150306	0.172844	0.0462255	0.126337	0.141632	0.13774	0.026071	0.0566742	0.123378	0.035175	0.0885464	0.100902	0.0670156	0.0689665	0.0967413	0.187496	0.0674051	0.181302	0.0754426	0.0840776	0.0867483	0.0566372	0.101487	0.120416	0.077947	0.0662582	0.1182	0.0750506	0.0932489	0.0941133	0.0734664	0.243871	0.193983	0.248829	0.313317	0.0259498	0.246548	0.352851	0.0134756	0.325887	0.035289	5.68581
18440	-30338.5	-30384.9	46.4211	0.208073	0.148524	0.918204	0.000694369	0.0385588	0.404397	3.55635	0.192485	0.11397	0.0908607	0.0769854	0.100255	0.175033	0.105043	0.0891217	0.100182	0.0507515	0.0618636	0.0564955	0.0781288	0.0509604	0.0674347	0.122325	0.0828688	0.0750502	0.0741986	0.0938087	0.0876691	0.108757	0.129216	0.0994338	0.045087	0.0954642	0.136816	0.105639	0.354961	0.108735	0.089984	0.12421	0.199257	0.0517497	0.166071	0.0664709	0.0634154	0.0515211	0.151721	0.0810423	0.137128	0.140359	0.0398507	0.0758429	0.0770223	0.0735657	0.197591	0.065276	0.120082	0.0758233	0.125372	0.111066	0.0425939	0.10988	0.074436	0.107117	0.074445	0.115278	0.063811	0.0873768	0.133125	0.0979105	0.247386	0.191169	0.252416	0.309028	0.0259673	0.246715	0.353089	0.0128083	0.326107	0.0353129	6.18217
18450	-30334.8	-30381.8	47.034	0.217121	0.203225	1.4202	0.000915521	0.0441998	0.426851	3.52803	0.188869	0.0973192	0.0712226	0.0796391	0.0911095	0.147872	0.0934511	0.0843775	0.119814	0.0625985	0.0678574	0.0692028	0.0615898	0.0629713	0.0799817	0.115626	0.0815224	0.0754891	0.0650462	0.0700744	0.084373	0.111284	0.117518	0.104184	0.0594404	0.088256	0.119422	0.0970833	0.37258	0.106441	0.0800342	0.117435	0.271352	0.0390602	0.128178	0.0581264	0.0755501	0.057717	0.050561	0.0746052	0.0482934	0.0599802	0.155027	0.0843692	0.0622412	0.0613754	0.204135	0.0584993	0.103689	0.128321	0.118418	0.0892563	0.0661539	0.0991182	0.082315	0.0658423	0.0759099	0.178652	0.0585732	0.12601	0.0658326	0.0957412	0.247386	0.191169	0.252416	0.309028	0.0296756	0.245469	0.351307	0.0139536	0.324461	0.0351345	6.98831
18460	-30354.2	-30395.2	40.9672	0.202174	0.265281	1.85387	0.000572138	0.035039	0.389308	3.57508	0.171851	0.105457	0.0940266	0.0869152	0.119389	0.181334	0.0899413	0.0932861	0.110239	0.0741446	0.0787954	0.0628965	0.0507667	0.0534092	0.0751934	0.133592	0.0768106	0.075199	0.0646543	0.0780034	0.0725877	0.0900704	0.13256	0.134245	0.0562102	0.0922011	0.131563	0.104276	0.367759	0.104568	0.0977269	0.147743	0.0841207	0.066329	0.159172	0.0757434	0.033228	0.0951443	0.0409752	0.0548009	0.0740147	0.183923	0.0238554	0.103972	0.0514967	0.0668011	0.249393	0.0595022	0.0707683	0.103344	0.095187	0.118175	0.0475023	0.0722028	0.121673	0.103683	0.0743209	0.181207	0.101091	0.0916135	0.129633	0.161775	0.240801	0.195572	0.253397	0.310229	0.0295834	0.244706	0.350215	0.0170176	0.323453	0.0350254	6.98831
