Iteration	Posterior	Likelihood	Prior	alpha_g	epsilon	extinction	gamma_cats[1]	gamma_cats[2]	gamma_cats[3]	gamma_cats[4]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	r[5]	r[6]	speciation
18470	-30354.3	-30395.5	41.195	0.204576	0.00470601	0.0277795	0.000619914	0.0364566	0.395496	3.56743	0.188154	0.127735	0.0772008	0.0951088	0.120405	0.16379	0.0974459	0.0788769	0.113169	0.0583763	0.0707147	0.0801897	0.0509323	0.0607642	0.0734314	0.14292	0.0817443	0.0739295	0.0893974	0.0856169	0.0981251	0.103379	0.142095	0.0919002	0.0668966	0.0785042	0.139312	0.104348	0.445685	0.122108	0.0904172	0.135578	0.126334	0.127013	0.120169	0.13919	0.0800552	0.0859092	0.184115	0.107086	0.0214855	0.0623218	0.0409459	0.0840826	0.0659439	0.0722146	0.174768	0.069301	0.0840527	0.0947245	0.102918	0.132063	0.0362408	0.0371912	0.17137	0.0809246	0.0526671	0.148027	0.0831687	0.167135	0.0778061	0.144708	0.243203	0.187548	0.255925	0.313324	0.0301674	0.245473	0.351312	0.0168831	0.324466	0.0316983	5.90299
18480	-30351.6	-30394.8	43.1671	0.20651	0.0208239	0.123456	0.000660365	0.0376138	0.400435	3.56129	0.229322	0.108262	0.0989816	0.097588	0.128126	0.194086	0.0993187	0.11577	0.150704	0.0553002	0.0921909	0.0589587	0.0632525	0.0675226	0.0585094	0.11372	0.0928055	0.0658952	0.0871427	0.101456	0.087571	0.10721	0.164948	0.090462	0.0471268	0.0577352	0.11477	0.0927391	0.408988	0.107617	0.101916	0.137514	0.105796	0.0501809	0.126086	0.09118	0.076392	0.197946	0.0483282	0.0820734	0.0551902	0.0824172	0.0685445	0.176098	0.063065	0.078032	0.108569	0.072999	0.15907	0.0955188	0.0929027	0.105664	0.0436775	0.090485	0.0974054	0.0704164	0.0439902	0.119543	0.0397957	0.0827399	0.0442727	0.159149	0.243014	0.187402	0.255726	0.313857	0.0292711	0.24734	0.34991	0.0187353	0.323171	0.0315718	5.92858
18490	-30347.1	-30390.7	43.5687	0.204152	0.125115	0.840185	0.000611286	0.0362048	0.394408	3.56878	0.214605	0.124908	0.102044	0.0783754	0.108413	0.204861	0.0962764	0.094911	0.133774	0.0594059	0.0808264	0.0596001	0.0510185	0.0576347	0.0795083	0.129976	0.094965	0.0757368	0.0831426	0.078252	0.0796925	0.122072	0.12722	0.0878605	0.0542764	0.076593	0.121132	0.108381	0.379765	0.101061	0.107032	0.151147	0.109553	0.0428136	0.132783	0.0848723	0.0896804	0.0902363	0.164017	0.0792699	0.190958	0.082931	0.0553067	0.194568	0.0570063	0.103797	0.123555	0.0824691	0.0554124	0.0822886	0.0925052	0.0983984	0.0575701	0.0906234	0.0941069	0.0504366	0.0327516	0.174605	0.0705018	0.0593001	0.0667636	0.0691868	0.243863	0.188057	0.253127	0.314953	0.0257826	0.240503	0.364555	0.0184417	0.319504	0.0312136	6.7153
18500	-30352.9	-30388.4	35.5482	0.209106	0.0387251	0.242295	0.000717506	0.0391884	0.407003	3.55309	0.221445	0.118121	0.0804757	0.0803214	0.116651	0.171187	0.0997135	0.0824392	0.153976	0.0419314	0.0714762	0.0773613	0.0522996	0.054511	0.0722888	0.135694	0.0866275	0.0711042	0.0788258	0.10573	0.0825002	0.10102	0.165186	0.118569	0.0584899	0.0838194	0.122884	0.098497	0.378608	0.103213	0.125784	0.165135	0.050967	0.0822982	0.172976	0.0741329	0.189942	0.113567	0.137156	0.0572399	0.101064	0.196691	0.121358	0.152929	0.0536052	0.12031	0.128551	0.0745452	0.0734906	0.0798367	0.0882589	0.140478	0.0792336	0.119003	0.0990508	0.0328442	0.0648903	0.322372	0.0859682	0.0361279	0.0648414	0.132707	0.243863	0.188057	0.253127	0.314953	0.0257499	0.240198	0.364092	0.0202743	0.319099	0.0305861	6.25679
18510	-30356.9	-30396.7	39.7504	0.208623	0.0894415	0.596229	0.000706618	0.0388935	0.405786	3.55461	0.216293	0.128275	0.0757781	0.0592254	0.0990347	0.170419	0.0852312	0.096935	0.191434	0.0462053	0.0905004	0.0616143	0.0483677	0.0521562	0.0738129	0.137409	0.0791813	0.0809023	0.0839622	0.102545	0.0954774	0.112066	0.175984	0.105448	0.0651973	0.0757779	0.124487	0.100044	0.381156	0.107331	0.117387	0.182452	0.138753	0.0580551	0.0868812	0.127447	0.16471	0.0513842	0.060875	0.0516015	0.0309118	0.0764556	0.045518	0.112864	0.0579353	0.104735	0.107974	0.0641699	0.171411	0.0509737	0.0993467	0.185518	0.061825	0.0858372	0.1016	0.101931	0.0335484	0.120515	0.0747899	0.0928091	0.0308841	0.099879	0.242774	0.185713	0.251557	0.319956	0.0270765	0.239578	0.363152	0.022041	0.318275	0.0298773	6.66614
18520	-30362.3	-30393.5	31.2162	0.207868	0.00166966	0.00986533	0.000689838	0.0384343	0.403879	3.557	0.243925	0.113934	0.0778598	0.0741116	0.11293	0.184727	0.103501	0.0760766	0.148861	0.0637901	0.0864227	0.0902821	0.0486837	0.0712786	0.0695175	0.129449	0.090731	0.0609362	0.083753	0.121281	0.0963495	0.108343	0.165752	0.132023	0.0549824	0.0810064	0.123525	0.10696	0.378677	0.107254	0.131658	0.15301	0.0867079	0.0159931	0.182515	0.0549202	0.0986728	0.210933	0.0607836	0.128479	0.195614	0.0925298	0.0585149	0.168779	0.066226	0.0590705	0.162371	0.09107	0.152062	0.064137	0.129147	0.243424	0.0728223	0.0597936	0.0915775	0.0395494	0.0283689	0.125055	0.115573	0.025075	0.113012	0.112165	0.245565	0.19115	0.258921	0.304364	0.026072	0.240478	0.364515	0.0194754	0.31947	0.0299895	5.90859
18530	-30356.6	-30398.1	41.5718	0.207318	0.0200411	0.106288	0.000677792	0.0381011	0.402486	3.55874	0.216625	0.111051	0.0943336	0.0845569	0.113821	0.178117	0.0992604	0.0930953	0.161042	0.0588285	0.0914694	0.0681676	0.045753	0.0466256	0.0805141	0.143873	0.10639	0.0758974	0.0535867	0.0875226	0.096065	0.0843565	0.168222	0.106849	0.0547423	0.076198	0.128107	0.0967031	0.354876	0.111954	0.141148	0.226251	0.0882636	0.0446252	0.0938866	0.146261	0.0913203	0.0679744	0.0564872	0.0794929	0.0657697	0.0537829	0.0619514	0.131096	0.0660938	0.08273	0.167487	0.0718004	0.13572	0.0896129	0.106307	0.116938	0.0885965	0.0455403	0.105259	0.0848255	0.0444312	0.158164	0.0864444	0.0506874	0.0301986	0.132838	0.254878	0.18447	0.257711	0.302941	0.0329432	0.240076	0.363906	0.0147386	0.318936	0.0294005	5.30348
18540	-30365.3	-30399.5	34.2233	0.211379	0.172988	1.22147	0.000770306	0.0405874	0.412699	3.54594	0.227977	0.118366	0.102956	0.10612	0.0881313	0.190522	0.116252	0.0654313	0.133037	0.0775777	0.0879398	0.0725491	0.0514386	0.0627849	0.0742033	0.158606	0.0884433	0.070543	0.0823662	0.0952858	0.0861664	0.105555	0.168609	0.12771	0.0631119	0.0804752	0.123487	0.104149	0.367474	0.121414	0.149071	0.166182	0.0608356	0.0254514	0.0997542	0.0757252	0.13396	0.0762169	0.0728421	0.086615	0.201904	0.0825691	0.0512961	0.205465	0.0560908	0.23349	0.125594	0.0730856	0.0755626	0.0725137	0.0906992	0.133456	0.0525089	0.104714	0.16019	0.0875502	0.0617355	0.159788	0.127245	0.0827212	0.163721	0.157284	0.251265	0.181854	0.246461	0.32042	0.0310403	0.244772	0.353613	0.0154241	0.325175	0.0299756	7.06101
18550	-30354.9	-30394	39.0541	0.20708	0.0371779	0.207437	0.000672618	0.0379571	0.401882	3.55949	0.233121	0.15145	0.100033	0.0870116	0.131988	0.159006	0.0996697	0.0986904	0.184967	0.0634285	0.0876961	0.0820533	0.083081	0.0530363	0.0639042	0.150256	0.126361	0.0819627	0.0868005	0.111252	0.0810856	0.102199	0.186633	0.12489	0.0963437	0.0911132	0.124612	0.109353	0.374784	0.120786	0.100301	0.138441	0.124434	0.0528022	0.0722606	0.0729866	0.0712928	0.0329668	0.0759885	0.0524479	0.136881	0.0857753	0.10181	0.0453115	0.068185	0.0562858	0.0882187	0.0802332	0.114474	0.0903894	0.102669	0.151624	0.084174	0.0745143	0.174459	0.0605925	0.0407042	0.083587	0.0492481	0.0239472	0.0293169	0.125526	0.249527	0.187514	0.244756	0.318204	0.0326544	0.252174	0.333392	0.0158905	0.335008	0.0308821	5.57957
18560	-30349.3	-30390	40.73	0.208211	0.0610734	0.412034	0.000697438	0.038643	0.404747	3.55591	0.21342	0.108795	0.109292	0.0905963	0.121326	0.162785	0.0945524	0.078072	0.139717	0.054064	0.0780727	0.0729557	0.0568561	0.0391223	0.0756675	0.158342	0.105207	0.0796832	0.0897016	0.105782	0.0998019	0.10481	0.158363	0.141525	0.0588416	0.0848286	0.120113	0.107537	0.373797	0.111218	0.1093	0.131645	0.114826	0.0640208	0.134588	0.0934901	0.10058	0.0580489	0.0549676	0.181654	0.11734	0.0684182	0.0368773	0.0840406	0.059996	0.136631	0.14151	0.0725413	0.108136	0.0809587	0.0988846	0.145245	0.0840125	0.114988	0.148338	0.038805	0.0359058	0.112068	0.0727829	0.108608	0.0473301	0.0989035	0.252573	0.189802	0.247743	0.309882	0.0300666	0.240478	0.366557	0.0139784	0.31947	0.0294498	6.74653
18570	-30353.4	-30393	39.6043	0.215119	0.268492	1.8119	0.000862924	0.0429278	0.421955	3.53425	0.244261	0.118791	0.0967042	0.0757486	0.126098	0.216161	0.100341	0.109774	0.119679	0.0545612	0.0648095	0.0680817	0.0425866	0.0575854	0.0629117	0.150571	0.10863	0.0842501	0.0933088	0.111844	0.0842549	0.0901589	0.119763	0.106149	0.0468966	0.100073	0.131871	0.107797	0.39278	0.102032	0.0973413	0.132076	0.0463735	0.0816054	0.111727	0.059091	0.0585804	0.120939	0.0864904	0.0903272	0.132069	0.13463	0.164863	0.107485	0.0469838	0.0902803	0.0980877	0.070587	0.157669	0.0717224	0.0989367	0.125932	0.0444298	0.0969927	0.0765246	0.0732817	0.0516284	0.120072	0.105248	0.0767273	0.0206632	0.168412	0.248438	0.187506	0.259247	0.304808	0.0297621	0.238043	0.362845	0.0138368	0.330144	0.0253696	6.74844
18580	-30344.4	-30387.2	42.836	0.19992	0.082336	0.544426	0.000529734	0.0337294	0.383449	3.58229	0.207141	0.102677	0.104829	0.0728598	0.0949735	0.177073	0.09936	0.0927664	0.139358	0.0637965	0.0776261	0.064529	0.0373222	0.0624224	0.0694418	0.157716	0.095392	0.0787183	0.0746161	0.104496	0.0900486	0.100693	0.132127	0.121244	0.0440829	0.0793032	0.136822	0.112545	0.40969	0.100338	0.0856919	0.151342	0.133587	0.0271611	0.087045	0.0839357	0.0382087	0.11467	0.0578631	0.0374649	0.113596	0.0571845	0.12797	0.169966	0.062224	0.0660413	0.136973	0.0510298	0.0896644	0.085351	0.100908	0.0715397	0.0566475	0.0785384	0.0727643	0.0828533	0.0614213	0.134953	0.151374	0.0862222	0.0533863	0.144392	0.248438	0.187506	0.259247	0.304808	0.0315345	0.242259	0.355571	0.0158162	0.323526	0.0312943	6.61224
18590	-30347.5	-30393.6	46.0842	0.213951	0.0447656	0.290383	0.000833197	0.0421912	0.419078	3.5379	0.232131	0.133096	0.0852742	0.0709462	0.119401	0.163045	0.0989237	0.0770666	0.109644	0.0725449	0.0888648	0.0774494	0.0504585	0.0484472	0.0748713	0.140501	0.108046	0.0817056	0.0735458	0.108864	0.0934695	0.0907012	0.113264	0.118541	0.0643468	0.0879585	0.122839	0.101863	0.412688	0.10784	0.101144	0.13427	0.113608	0.0578085	0.111099	0.0445282	0.0384801	0.121715	0.0647367	0.0847679	0.105832	0.0897153	0.0351802	0.0553212	0.0664381	0.0546131	0.100443	0.0614227	0.120814	0.0517809	0.14602	0.100946	0.0534593	0.0881437	0.065586	0.113728	0.0684025	0.0860556	0.0638168	0.069003	0.176695	0.0988842	0.238354	0.190428	0.248725	0.322493	0.0311797	0.239533	0.35157	0.0160274	0.330748	0.0309422	6.48676
18600	-30355.3	-30389.9	34.6392	0.205055	0.244109	1.88314	0.000629765	0.0367419	0.396722	3.56591	0.227887	0.0967785	0.128329	0.0632368	0.106892	0.161963	0.0874451	0.117089	0.108572	0.0670635	0.0998028	0.0616872	0.0683705	0.0478721	0.0807268	0.148846	0.105811	0.0810452	0.0619285	0.121492	0.098527	0.104762	0.123224	0.140687	0.083072	0.0896907	0.141843	0.103651	0.438012	0.105552	0.127239	0.167456	0.0632757	0.0255524	0.0718104	0.0967809	0.105703	0.0836755	0.092488	0.102261	0.104541	0.054129	0.143832	0.0982969	0.0513039	0.0419534	0.0463092	0.077964	0.187399	0.0486647	0.18442	0.189331	0.0887874	0.150711	0.120859	0.0483647	0.129744	0.0757069	0.140713	0.129678	0.071463	0.108021	0.238998	0.190943	0.249397	0.320662	0.0275052	0.239546	0.35159	0.0196471	0.330767	0.030944	7.71431
18610	-30353.6	-30388	34.3634	0.210696	0.0559587	0.316595	0.000754156	0.0401649	0.410992	3.54809	0.224535	0.106214	0.107182	0.0729919	0.083827	0.159412	0.100291	0.0683875	0.12305	0.0780606	0.0853215	0.0762937	0.095419	0.0538866	0.0731621	0.170604	0.133363	0.0786091	0.066788	0.103153	0.101354	0.100552	0.138182	0.154163	0.0992769	0.0837013	0.143585	0.0977295	0.405438	0.0939738	0.151979	0.198038	0.0507266	0.024084	0.0807516	0.0965819	0.068131	0.173713	0.0441551	0.0194798	0.118009	0.113039	0.0773928	0.072263	0.0494946	0.122482	0.0357332	0.0765331	0.111983	0.0677777	0.156991	0.15461	0.114428	0.106226	0.147169	0.0982211	0.0642174	0.0923369	0.0345989	0.0740744	0.219824	0.111844	0.256598	0.187071	0.245558	0.310773	0.0274071	0.239839	0.350336	0.019577	0.329587	0.0332535	5.65765
18620	-30363.8	-30392	28.2649	0.220503	0.0290696	0.160061	0.00100926	0.0463773	0.435027	3.51759	0.212938	0.106723	0.099288	0.0473567	0.0753207	0.13966	0.0957699	0.0679699	0.144241	0.0764665	0.0868003	0.0865327	0.10228	0.0416683	0.0866282	0.194762	0.103812	0.088187	0.062015	0.143378	0.0864102	0.107564	0.129399	0.130337	0.1316	0.0803679	0.139749	0.100775	0.39248	0.0942232	0.154263	0.22154	0.0251878	0.0342894	0.104621	0.0354343	0.211089	0.245115	0.0751203	0.139185	0.199444	0.121318	0.108642	0.100205	0.0453914	0.0591295	0.0434283	0.0714725	0.136557	0.0394689	0.122007	0.133407	0.195728	0.135116	0.112546	0.0720863	0.0517575	0.0902727	0.0923156	0.11118	0.131986	0.0527102	0.251689	0.183493	0.250142	0.314676	0.0287265	0.239514	0.349861	0.0195505	0.32914	0.0332084	5.50615
18630	-30351.7	-30388.4	36.6709	0.210909	0.0310781	0.180931	0.000759162	0.0402963	0.411525	3.54742	0.197124	0.0996474	0.0939114	0.0508533	0.0865984	0.160618	0.099498	0.0638963	0.125381	0.0796417	0.0834847	0.0941184	0.0797837	0.0354336	0.0673982	0.189025	0.0971758	0.0886856	0.0427926	0.128028	0.0758407	0.100705	0.132618	0.149361	0.123651	0.0762832	0.13496	0.0890336	0.35411	0.0975884	0.122011	0.185898	0.0654973	0.0569236	0.0992663	0.03952	0.156114	0.124845	0.19586	0.0242254	0.0683806	0.101344	0.0815646	0.123468	0.0419938	0.101085	0.0444699	0.109879	0.140383	0.0559939	0.110395	0.155389	0.108202	0.0250822	0.0476084	0.150725	0.0875807	0.0820042	0.0900679	0.0767633	0.105455	0.162686	0.251375	0.18277	0.252419	0.313437	0.0300076	0.241053	0.345462	0.0188009	0.331255	0.0334217	5.8218
18640	-30366.1	-30402	35.9571	0.212144	0.149421	0.979054	0.00078864	0.0410617	0.414602	3.54355	0.176018	0.090362	0.0909752	0.0647732	0.108245	0.156088	0.0789565	0.0654811	0.0831531	0.0824468	0.0905352	0.111613	0.0888967	0.0371789	0.0798606	0.175154	0.101321	0.106883	0.0515185	0.127541	0.100781	0.105524	0.108567	0.142713	0.0895234	0.0994119	0.169904	0.0939075	0.335892	0.098154	0.120268	0.159548	0.0426854	0.0308171	0.16558	0.0225439	0.0720652	0.13639	0.139831	0.0965879	0.112059	0.0970408	0.0381649	0.0786284	0.052421	0.0531566	0.0376163	0.0660654	0.212235	0.0671791	0.133525	0.154656	0.156072	0.0722991	0.0589763	0.150639	0.0680022	0.124918	0.127182	0.123373	0.0483678	0.159037	0.251358	0.182825	0.252401	0.313415	0.0299744	0.240786	0.34508	0.0198856	0.330889	0.0333848	6.5523
18650	-30359.7	-30399.9	40.151	0.210566	0.246588	1.70053	0.000751125	0.040085	0.410668	3.5485	0.21439	0.119568	0.102448	0.0690881	0.0847838	0.168427	0.0942142	0.0807069	0.125206	0.0655785	0.0738648	0.103684	0.0981706	0.0466843	0.0922056	0.159037	0.0933315	0.0858807	0.0464597	0.124798	0.0853198	0.0996555	0.106116	0.141016	0.095327	0.0956283	0.154529	0.0960558	0.389968	0.0794051	0.10492	0.17438	0.0311176	0.0381987	0.0668295	0.0524896	0.109882	0.0764672	0.0877935	0.147915	0.0664655	0.115177	0.0864512	0.0639994	0.0430271	0.0579621	0.0517272	0.0823976	0.164649	0.0549906	0.143144	0.117532	0.0508421	0.131131	0.13104	0.0457662	0.0820344	0.176299	0.107358	0.0982825	0.0861469	0.0909496	0.254199	0.18501	0.255417	0.305374	0.0299744	0.240786	0.34508	0.0198856	0.330889	0.0333848	6.89625
18660	-30350.3	-30388.5	38.1401	0.206505	0.106187	0.665333	0.00066024	0.0376103	0.40042	3.56131	0.247026	0.116703	0.0897478	0.0650628	0.10626	0.139116	0.0974869	0.0650251	0.116569	0.0586248	0.070976	0.115454	0.107758	0.0390351	0.0734471	0.193145	0.120108	0.0843905	0.0652487	0.121841	0.076098	0.0928489	0.11938	0.151298	0.104222	0.0808439	0.161378	0.0859033	0.367913	0.101154	0.122675	0.146122	0.0972331	0.0645681	0.0615928	0.0902471	0.123399	0.06094	0.127787	0.111655	0.0662109	0.185526	0.13036	0.0424334	0.0510056	0.0660949	0.035145	0.115145	0.179362	0.0581957	0.149997	0.0813652	0.0773873	0.113687	0.119843	0.0430029	0.0786625	0.192934	0.129459	0.104424	0.0701686	0.0871654	0.25238	0.190842	0.253589	0.303189	0.0302169	0.242734	0.347871	0.0200464	0.325477	0.0336548	6.26564
18670	-30351.6	-30389.5	37.9066	0.219974	0.0418192	0.236838	0.000994189	0.0460343	0.433756	3.51922	0.262471	0.113757	0.104877	0.0728291	0.0932773	0.154102	0.082105	0.0718767	0.0938481	0.0579226	0.0868261	0.0977915	0.0790887	0.0378713	0.083511	0.198665	0.12286	0.0969909	0.0535412	0.164522	0.0861015	0.0988604	0.130669	0.133004	0.121784	0.0974477	0.184193	0.100296	0.37217	0.0985551	0.119152	0.152472	0.0701901	0.0394544	0.0619297	0.0633927	0.0955379	0.102261	0.0684815	0.136147	0.0545359	0.126913	0.073919	0.0556865	0.0360724	0.133291	0.051103	0.0959093	0.097981	0.0495461	0.15369	0.125037	0.103561	0.163876	0.0624136	0.0948449	0.113596	0.155756	0.0806006	0.0499451	0.0456621	0.149509	0.256178	0.196923	0.239148	0.307751	0.0288832	0.24278	0.347938	0.0211971	0.32554	0.0336613	5.66339
18680	-30359	-30388.7	29.6676	0.216557	0.0987163	0.574266	0.000900464	0.0438395	0.425474	3.52979	0.228079	0.106733	0.101926	0.0695919	0.101131	0.111498	0.120235	0.0593752	0.117117	0.0643253	0.0881223	0.114809	0.0812754	0.0446132	0.0937268	0.204325	0.116089	0.110016	0.041172	0.139444	0.0819024	0.103547	0.106779	0.164548	0.128971	0.0903153	0.19227	0.0910572	0.487416	0.108654	0.138224	0.153392	0.110921	0.00737186	0.0496921	0.0568895	0.206374	0.147459	0.0604705	0.0934802	0.0848787	0.108953	0.141075	0.0633711	0.0498244	0.0968522	0.0673183	0.0741092	0.104781	0.0446396	0.11896	0.129258	0.106498	0.0865037	0.140657	0.174726	0.106448	0.126413	0.0525811	0.0842137	0.0524033	0.0786756	0.256178	0.196923	0.239148	0.307751	0.026036	0.255438	0.342739	0.0208803	0.320674	0.0342325	5.81733
18690	-30366.7	-30400.6	33.9471	0.224096	0.0838253	0.525	0.00111581	0.0487298	0.443588	3.50657	0.229978	0.11584	0.0902502	0.0611467	0.0834264	0.111919	0.0939364	0.0868387	0.0916234	0.0966627	0.0823642	0.0862882	0.131259	0.0494322	0.0696551	0.191246	0.105787	0.0981325	0.0461716	0.140847	0.0853033	0.0996197	0.119551	0.166236	0.118591	0.0890602	0.16861	0.113303	0.523834	0.0987623	0.110468	0.149689	0.112549	0.150125	0.103578	0.114026	0.156033	0.0409965	0.0485901	0.160263	0.0468942	0.0961547	0.0970831	0.0668209	0.051409	0.0490661	0.083776	0.0586805	0.0990071	0.0450411	0.121205	0.117777	0.105835	0.166054	0.117795	0.0778545	0.0995531	0.197369	0.0712555	0.0641092	0.111005	0.131897	0.254763	0.195835	0.243351	0.306051	0.026036	0.255438	0.342739	0.0208803	0.320674	0.0342325	6.26302
18700	-30352.2	-30387.6	35.3654	0.214334	0.0477551	0.324274	0.000842865	0.0424322	0.420023	3.5367	0.235218	0.107175	0.0992315	0.0677047	0.0886033	0.109363	0.102474	0.0607672	0.107194	0.0810782	0.078281	0.0904717	0.0845316	0.0627647	0.0846507	0.222825	0.111444	0.10074	0.0559616	0.140862	0.0857272	0.0940376	0.129806	0.166427	0.128103	0.0877771	0.152516	0.108501	0.449867	0.10789	0.0921457	0.117786	0.190504	0.0650152	0.222611	0.0652679	0.170688	0.0615339	0.0500928	0.0925401	0.0646935	0.133774	0.0846074	0.0415792	0.0479863	0.0827866	0.086318	0.0544348	0.11412	0.0482618	0.146921	0.134286	0.134678	0.095579	0.108553	0.134635	0.0503012	0.0558351	0.0347414	0.0959104	0.0522948	0.0466803	0.250878	0.192848	0.244784	0.31149	0.0295201	0.254959	0.342095	0.0191845	0.320073	0.0341683	6.79036
18710	-30361	-30389.9	28.92	0.207458	0.0391958	0.228265	0.000680851	0.038186	0.402842	3.55829	0.193905	0.127335	0.0751603	0.0562518	0.0873525	0.126338	0.0861602	0.0678066	0.109452	0.0709996	0.0764545	0.0967581	0.098034	0.0637349	0.0765584	0.210484	0.110818	0.110438	0.0473791	0.139008	0.0751456	0.104068	0.112778	0.182644	0.112065	0.0826686	0.16027	0.107474	0.504633	0.102985	0.0730485	0.122143	0.131242	0.186471	0.115019	0.062671	0.0458982	0.105495	0.017962	0.148827	0.0206288	0.163185	0.0782119	0.0632913	0.0387912	0.0894233	0.106162	0.0542732	0.147778	0.059605	0.141483	0.168928	0.210455	0.0770254	0.176031	0.134707	0.0970155	0.0755544	0.0332556	0.106255	0.0915437	0.12214	0.24882	0.193378	0.245456	0.312346	0.0361238	0.241211	0.345511	0.019376	0.323268	0.0345094	5.82373
18720	-30362.6	-30393.4	30.8036	0.212407	0.0300294	0.157938	0.000795028	0.0412256	0.415256	3.54272	0.208627	0.105613	0.0917716	0.0699125	0.0818213	0.139483	0.0853451	0.0593795	0.112931	0.0598773	0.0754575	0.0971409	0.102103	0.0592602	0.0801286	0.165015	0.0997134	0.0812747	0.0519892	0.121634	0.0799375	0.0967511	0.122379	0.168418	0.0772179	0.080776	0.166851	0.11998	0.434736	0.131948	0.101404	0.129281	0.0839187	0.0230651	0.121929	0.0489104	0.0345233	0.120977	0.0535451	0.0452174	0.333957	0.0837929	0.0508111	0.0852686	0.0274707	0.118849	0.220572	0.0596873	0.0744419	0.0574027	0.184677	0.1181	0.142727	0.156471	0.116267	0.0553496	0.0967509	0.0694443	0.0762836	0.142123	0.09893	0.125998	0.248117	0.195657	0.244763	0.311464	0.0361238	0.241211	0.345511	0.019376	0.323268	0.0345094	5.25944
18730	-30350.9	-30388.7	37.8591	0.218002	0.288794	1.98026	0.000939327	0.0447632	0.428991	3.52531	0.221415	0.119526	0.0799838	0.0896975	0.108939	0.144916	0.0789858	0.0626156	0.121541	0.0886356	0.080422	0.085787	0.103211	0.0557736	0.0811027	0.196299	0.0956803	0.0844675	0.0799671	0.120947	0.0791898	0.107827	0.129748	0.158202	0.0945911	0.0710181	0.134325	0.113739	0.408676	0.105519	0.102243	0.129349	0.0878467	0.10119	0.125065	0.11297	0.0809415	0.0456746	0.0414297	0.0762286	0.11822	0.0957343	0.114674	0.114666	0.0561621	0.0718873	0.107023	0.0582076	0.111865	0.0552776	0.139251	0.254821	0.0904833	0.116365	0.151437	0.0237471	0.127459	0.0761411	0.0510065	0.0822139	0.055897	0.0640361	0.246012	0.191757	0.253409	0.308822	0.0278477	0.244546	0.350287	0.0145949	0.327737	0.0349865	6.85699
18740	-30347.9	-30383	35.0454	0.207974	0.140822	1.00613	0.000692188	0.0384989	0.404148	3.55666	0.210034	0.132045	0.088615	0.0863778	0.112086	0.166041	0.0805545	0.0684113	0.0935092	0.0756843	0.0846633	0.101922	0.110006	0.0693962	0.0754119	0.206428	0.0709318	0.0819352	0.054533	0.129112	0.0881417	0.0901251	0.122172	0.175948	0.0957158	0.104001	0.128693	0.111492	0.421429	0.115481	0.114657	0.137657	0.062069	0.130318	0.0990437	0.0627094	0.0256837	0.0259359	0.0204413	0.0896669	0.107757	0.158084	0.0432084	0.0528276	0.0492299	0.0839932	0.104062	0.0461425	0.18665	0.066731	0.149286	0.178959	0.0591181	0.073862	0.0719503	0.0347475	0.113822	0.0539656	0.0479036	0.0844446	0.0758298	0.0703215	0.251682	0.190165	0.251896	0.306257	0.0280918	0.237924	0.353358	0.0147228	0.33061	0.0352932	7.14469
18750	-30356.9	-30398.3	41.3469	0.2093	0.0131649	0.0684209	0.000721918	0.0393073	0.407492	3.55248	0.245831	0.130917	0.0756109	0.0562027	0.0864209	0.134601	0.09501	0.0701479	0.114077	0.0844267	0.0966274	0.104097	0.12407	0.051768	0.0616316	0.169003	0.0640163	0.10286	0.0457466	0.104597	0.0897815	0.0783319	0.110248	0.153226	0.0958324	0.0911183	0.137223	0.093304	0.403409	0.0980482	0.0926055	0.127482	0.117405	0.0782554	0.089634	0.115172	0.0570386	0.0555811	0.0541184	0.126677	0.0965039	0.253903	0.141393	0.0680597	0.048932	0.0587376	0.0426056	0.0772268	0.0429141	0.0617654	0.113594	0.111145	0.0564117	0.0759015	0.0736643	0.129952	0.156337	0.107244	0.125571	0.03828	0.0596319	0.0735581	0.254021	0.191933	0.254237	0.299809	0.0282138	0.238957	0.354893	0.0104425	0.332047	0.0354465	5.19724
