Iteration	Posterior	Likelihood	Prior	alpha_g	epsilon	extinction	gamma_cats[1]	gamma_cats[2]	gamma_cats[3]	gamma_cats[4]	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	r[5]	r[6]	speciation
44870	-30523.8	-30463.5	-60.3518	0.20826	0.0173436	0.195058	0.000698518	0.0386725	0.40487	3.55576	0.209466	0.252224	0.183091	0.248963	0.315722	0.0339638	0.236851	0.334877	0.0195989	0.340289	0.0344194	11.2467
44880	-30524.5	-30463.3	-61.1961	0.209043	0.0264563	0.3053	0.000716075	0.0391498	0.406844	3.55329	0.204246	0.253835	0.184261	0.250554	0.31135	0.0258418	0.239811	0.339061	0.0158958	0.344541	0.0348494	11.5398
44890	-30527.5	-30466.1	-61.4223	0.199725	0.0484964	0.488035	0.000526181	0.0336172	0.382941	3.58292	0.207597	0.25434	0.183611	0.251051	0.310998	0.0266228	0.247058	0.349308	0.0163762	0.324732	0.0359027	10.0633
44900	-30523.1	-30462.5	-60.6191	0.216339	0.00670801	0.0754083	0.000894707	0.043701	0.424942	3.53046	0.207597	0.25025	0.192235	0.249793	0.307722	0.0266331	0.247154	0.349444	0.0159948	0.324858	0.0359166	11.2415
44910	-30527.5	-30466.7	-60.7943	0.211844	0.0102873	0.109601	0.000781409	0.0408753	0.413856	3.54449	0.206984	0.263987	0.188713	0.245216	0.302084	0.0266331	0.247154	0.349444	0.0159948	0.324858	0.0359166	10.654
44920	-30520.7	-30458.9	-61.8634	0.210164	0.0937768	0.958422	0.000741764	0.0398375	0.409662	3.54976	0.208982	0.25822	0.191509	0.239859	0.310412	0.0274028	0.238495	0.337201	0.0154345	0.346808	0.0346583	10.2203
44930	-30529.6	-30468.2	-61.4177	0.216223	0.107269	1.21787	0.000891653	0.0436273	0.424659	3.53082	0.206868	0.24205	0.193541	0.246022	0.318388	0.0277116	0.238422	0.337099	0.0154168	0.346703	0.0346477	11.3535
44940	-30526.7	-30465.3	-61.4011	0.201939	0.0923696	1.04416	0.000567618	0.0349018	0.388701	3.57583	0.208467	0.245104	0.183364	0.249127	0.322405	0.0356713	0.235628	0.336584	0.0152361	0.342639	0.0342416	11.3042
44950	-30535.6	-30473	-62.6279	0.213986	0.136916	1.58207	0.000834084	0.0422134	0.419165	3.53779	0.20976	0.244698	0.184718	0.248713	0.321871	0.0344621	0.258839	0.325175	0.0174191	0.331025	0.0330809	11.555
44960	-30529.6	-30465.7	-63.8949	0.209526	0.289882	4.33946	0.000727065	0.0394455	0.408059	3.55177	0.21162	0.246332	0.185953	0.250375	0.31734	0.0273351	0.236014	0.338956	0.0181574	0.345054	0.0344829	14.9698
44970	-30529.4	-30466.2	-63.1392	0.210807	0.270859	3.38182	0.000756765	0.0402334	0.41127	3.54774	0.209775	0.245493	0.185621	0.25211	0.316775	0.0275143	0.23775	0.349414	0.0186604	0.331953	0.034709	12.4855
44980	-30532.2	-30471.2	-60.9394	0.208993	0.0110679	0.12106	0.000714948	0.0391193	0.406718	3.55345	0.212571	0.248663	0.175106	0.255365	0.320865	0.0357146	0.23517	0.345622	0.0184116	0.328351	0.0367317	10.9379
44990	-30526.6	-30465.5	-61.0932	0.202156	0.0462356	0.523607	0.000571795	0.0350286	0.389262	3.57514	0.20478	0.239864	0.195018	0.255607	0.309511	0.0338508	0.231858	0.353243	0.0181524	0.323727	0.0391676	11.3248
45000	-30530.4	-30468.6	-61.7881	0.20885	0.0276065	0.312637	0.000711723	0.0390321	0.406358	3.5539	0.210008	0.241862	0.18786	0.256264	0.314014	0.0340229	0.233037	0.355039	0.0131614	0.325373	0.0393667	11.3248
45010	-30522.6	-30461.2	-61.3735	0.212849	0.105204	1.26192	0.000805832	0.0415013	0.416353	3.54134	0.217679	0.247192	0.187134	0.255273	0.310401	0.0340889	0.233489	0.355728	0.0149476	0.326004	0.0357419	11.995
45020	-30530.7	-30468.5	-62.1808	0.214637	0.0720675	0.865561	0.000850563	0.0426231	0.420769	3.53576	0.22885	0.257313	0.190582	0.252033	0.300073	0.0312228	0.233944	0.356421	0.0161913	0.32664	0.0355802	12.0104
45030	-30533.8	-30470.1	-63.6369	0.21562	0.252943	3.35783	0.00087588	0.0432447	0.423184	3.5327	0.219899	0.251144	0.186013	0.252669	0.310173	0.0275384	0.236313	0.36003	0.0168381	0.326162	0.0331196	13.275
45040	-30529.4	-30466.7	-62.7278	0.199274	0.0420019	0.452941	0.000518	0.0333576	0.38176	3.58436	0.220092	0.251144	0.186013	0.252669	0.310173	0.0269951	0.231651	0.352927	0.0165059	0.339455	0.0324662	10.7838
45050	-30530.6	-30466.6	-64.0116	0.218729	0.25843	3.27591	0.000959323	0.0452308	0.430754	3.52306	0.222834	0.253245	0.187569	0.254783	0.304403	0.0268524	0.233206	0.351061	0.0189267	0.337659	0.0322945	12.6762
45060	-30531.5	-30468.9	-62.572	0.217739	0.103654	1.23574	0.000932175	0.0445947	0.428353	3.52612	0.227151	0.252155	0.186762	0.253686	0.307396	0.0271796	0.233128	0.350942	0.0189203	0.337546	0.0322836	11.9218
45070	-30527.1	-30462.7	-64.4297	0.216897	0.134454	1.41895	0.000909529	0.0440568	0.426305	3.52873	0.225415	0.252756	0.184825	0.254291	0.308129	0.0307486	0.231884	0.349069	0.0188193	0.337368	0.0321113	10.5534
45080	-30527.1	-30465.4	-61.73	0.20723	0.0282548	0.319478	0.000675867	0.0380476	0.402262	3.55901	0.222421	0.252485	0.185698	0.254018	0.307799	0.0305094	0.23008	0.346355	0.0146628	0.347469	0.0309239	11.307
45090	-30532.6	-30469.6	-63.0711	0.217962	0.0887168	1.15589	0.000938231	0.0447374	0.428893	3.52543	0.223328	0.248765	0.185219	0.255206	0.31081	0.0300001	0.243009	0.340572	0.0143438	0.341668	0.0304076	13.029
45100	-30529.3	-30467.1	-62.1326	0.210006	0.0731197	0.808425	0.000738107	0.0397403	0.409265	3.55026	0.223057	0.248765	0.185219	0.255206	0.31081	0.0298243	0.241585	0.338576	0.0142598	0.339665	0.0360897	11.0562
45110	-30536.2	-30473.7	-62.4462	0.211319	0.201164	2.71932	0.000768863	0.0405498	0.412548	3.54613	0.220587	0.243753	0.190212	0.250065	0.315969	0.0298322	0.241649	0.338666	0.013999	0.339755	0.0360992	13.5179
45120	-30534.7	-30471.9	-62.7451	0.205645	0.169315	2.07154	0.000642041	0.0370942	0.398229	3.56403	0.213082	0.241977	0.188822	0.248242	0.320959	0.0299719	0.242781	0.340252	0.0140646	0.341347	0.0315834	12.2348
45130	-30532.2	-30469.5	-62.6922	0.219366	0.0217066	0.220685	0.000977057	0.0456413	0.432292	3.52109	0.224486	0.258882	0.184611	0.242706	0.313801	0.0296739	0.240367	0.336869	0.0159275	0.337953	0.039209	10.1668
45140	-30523.6	-30461.4	-62.1936	0.209327	0.0707785	0.800028	0.000722534	0.0393239	0.40756	3.55239	0.22921	0.255443	0.182027	0.253121	0.309409	0.0314834	0.235521	0.330078	0.0186099	0.351704	0.0326032	11.3033
45150	-30525.6	-30463.7	-61.9095	0.20217	0.0502278	0.631037	0.000572065	0.0350368	0.389298	3.57509	0.228418	0.253872	0.182772	0.261909	0.301447	0.0321956	0.230681	0.331658	0.0193172	0.353388	0.0327593	12.5635
45160	-30526.7	-30465.5	-61.275	0.217748	0.0514796	0.594685	0.000932411	0.0446003	0.428374	3.52609	0.229486	0.253872	0.182772	0.261909	0.301447	0.0357276	0.22984	0.330448	0.0192467	0.352099	0.0326397	11.5519
45170	-30528	-30465.4	-62.5612	0.21776	0.191251	2.48466	0.000932741	0.044608	0.428403	3.52606	0.221876	0.252088	0.181488	0.261791	0.304633	0.0364171	0.229364	0.35185	0.0192069	0.324679	0.0384831	12.9916
45180	-30525	-30460.1	-64.8992	0.216752	0.317296	4.18037	0.000905648	0.0439639	0.42595	3.52918	0.224653	0.257531	0.185407	0.24585	0.311211	0.0273689	0.237136	0.340171	0.0198577	0.33568	0.039787	13.175
45190	-30525.8	-30463.2	-62.6283	0.211882	0.106722	1.25024	0.000782322	0.0408989	0.41395	3.54437	0.223332	0.249342	0.189466	0.251232	0.309961	0.0334163	0.237242	0.340323	0.0198666	0.33583	0.0333216	11.7149
45200	-30520.6	-30458.3	-62.2543	0.213809	0.0881461	1.10647	0.000829638	0.0421022	0.418728	3.53834	0.218635	0.24939	0.189307	0.251281	0.310021	0.0342737	0.240297	0.349055	0.0203764	0.328648	0.0273498	12.5527
45210	-30526.5	-30464.8	-61.6646	0.223709	0.0795114	0.94247	0.00110398	0.0484745	0.442672	3.50775	0.214732	0.24939	0.189307	0.251281	0.310021	0.0339115	0.237758	0.345367	0.0201611	0.335741	0.0270608	11.8533
45220	-30521.1	-30459.4	-61.7837	0.216382	0.0215646	0.232251	0.000895839	0.0437283	0.425047	3.53033	0.222901	0.249876	0.18321	0.256289	0.310625	0.0341149	0.23554	0.342145	0.0193714	0.332609	0.0362184	10.77
45230	-30527.5	-30465.5	-61.9802	0.208754	0.0479588	0.566519	0.000709571	0.0389737	0.406117	3.5542	0.214353	0.248188	0.183622	0.256866	0.311325	0.0341229	0.235595	0.342225	0.0191443	0.332686	0.0362268	11.8126
45240	-30532.9	-30470.3	-62.5825	0.216704	0.158607	1.87922	0.000904384	0.0439336	0.425834	3.52933	0.209347	0.249536	0.181549	0.261105	0.30781	0.0340503	0.235094	0.341497	0.0175927	0.33198	0.0397857	11.8482
45250	-30528.4	-30465.2	-63.212	0.207895	0.135894	1.79204	0.000690432	0.0384506	0.403947	3.55691	0.216924	0.257357	0.182943	0.247966	0.311734	0.0342318	0.23218	0.337265	0.0173746	0.339656	0.0392926	13.187
45260	-30530.8	-30468.5	-62.3481	0.212808	0.183292	2.50248	0.000804825	0.0414757	0.416251	3.54147	0.220117	0.257357	0.182943	0.247966	0.311734	0.0258338	0.251816	0.332098	0.0171084	0.334453	0.0386907	13.6529
45270	-30525.5	-30462.9	-62.6168	0.212503	0.262415	3.67444	0.000797366	0.0412854	0.415495	3.54242	0.216588	0.253821	0.1912	0.247529	0.30745	0.0264499	0.234704	0.340019	0.0175165	0.342429	0.0388817	14.0024
45280	-30533.5	-30470.4	-63.0043	0.209052	0.301257	4.47434	0.000716275	0.0391552	0.406866	3.55326	0.213149	0.248314	0.195123	0.242806	0.313757	0.027182	0.234334	0.339483	0.0186025	0.34189	0.0385078	14.8523
45290	-30527.7	-30465.8	-61.8674	0.209052	0.183377	2.2799	0.000716275	0.0391552	0.406866	3.55326	0.221907	0.248314	0.195123	0.242806	0.313757	0.0272549	0.234963	0.340394	0.0159692	0.342808	0.0386111	12.4328
45300	-30529.8	-30467.4	-62.4199	0.223685	0.226877	2.989	0.00110325	0.0484588	0.442615	3.50782	0.214139	0.250852	0.184154	0.24803	0.316964	0.0359431	0.234006	0.339007	0.0157996	0.341411	0.0338328	13.1745
45310	-30526.6	-30463.6	-62.9342	0.206845	0.123932	1.63275	0.000667551	0.0378155	0.401286	3.56023	0.213746	0.244043	0.185532	0.256858	0.313566	0.0359431	0.234006	0.339007	0.0157996	0.341411	0.0338328	13.1745
45320	-30528.4	-30461.6	-66.7175	0.208714	0.114073	1.66048	0.000708651	0.0389487	0.406014	3.55433	0.203315	0.245839	0.185751	0.253376	0.315033	0.034716	0.243275	0.352436	0.0183028	0.316097	0.0351729	14.5563
45330	-30522.1	-30459.9	-62.1934	0.210213	0.0120224	0.136844	0.00074288	0.0398671	0.409782	3.54961	0.211241	0.249138	0.186301	0.248596	0.315965	0.0325016	0.237383	0.356932	0.0174335	0.320128	0.0356216	11.3824
45340	-30532	-30470.4	-61.6064	0.212614	0.0153988	0.175172	0.000800071	0.0413545	0.41577	3.54208	0.213966	0.246465	0.189337	0.252647	0.31155	0.0325422	0.239636	0.357377	0.0174553	0.312661	0.0403279	11.3757
45350	-30531.3	-30468.3	-62.9597	0.212816	0.00251204	0.0225587	0.000805019	0.0414806	0.416271	3.54144	0.212531	0.246925	0.18969	0.253119	0.310266	0.032724	0.249708	0.359374	0.012515	0.314408	0.0312717	8.98021
45360	-30532.9	-30472	-60.9109	0.210339	0.00251204	0.0246753	0.000745812	0.0399447	0.410098	3.54921	0.203563	0.235035	0.188091	0.255105	0.321769	0.0325349	0.254044	0.357297	0.0124427	0.31259	0.031091	9.82283
45370	-30528.1	-30465	-63.0656	0.210949	0.27082	3.59494	0.000760099	0.0403209	0.411624	3.5473	0.207521	0.235035	0.188091	0.255105	0.321769	0.0328558	0.25655	0.346753	0.0167702	0.315673	0.0313976	13.2743
45380	-30525.7	-30465	-60.6451	0.213409	0.0249773	0.279181	0.000819668	0.0418516	0.41774	3.53959	0.205009	0.234252	0.190795	0.254255	0.320697	0.0314798	0.256915	0.347247	0.016794	0.316123	0.0314423	11.1774
45390	-30535.1	-30473.5	-61.6209	0.211791	0.127065	1.42026	0.00078015	0.0408428	0.413726	3.54465	0.220422	0.235399	0.19173	0.250604	0.322267	0.0406278	0.252266	0.340964	0.0184857	0.316783	0.0308734	11.1774
45400	-30526.3	-30464.3	-61.9999	0.219114	0.101207	1.13773	0.000970012	0.0454787	0.431684	3.52187	0.229759	0.245869	0.187326	0.243929	0.322877	0.0289612	0.243355	0.343158	0.0201499	0.333303	0.0310721	11.2417
45410	-30525.2	-30463.1	-62.0669	0.205143	0.125699	1.46761	0.000631574	0.036794	0.396946	3.56563	0.213592	0.249224	0.189882	0.247257	0.313637	0.0333852	0.242075	0.341353	0.0189531	0.331549	0.0326856	11.6756
45420	-30527.7	-30464.7	-63.0585	0.207659	0.18508	2.06714	0.000685238	0.0383074	0.403349	3.55766	0.210029	0.24456	0.191062	0.248793	0.315585	0.0338374	0.231807	0.345977	0.0192098	0.33604	0.0331283	11.1689
45430	-30528	-30466.7	-61.39	0.217438	0.115858	1.32141	0.000924042	0.0444023	0.427622	3.52705	0.217054	0.262712	0.189547	0.242845	0.304896	0.0340241	0.233086	0.347885	0.0137997	0.337894	0.0333111	11.4055
45440	-30531.3	-30470.3	-61.0083	0.214258	0.104367	1.1835	0.000840945	0.0423845	0.419836	3.53694	0.217043	0.260348	0.187888	0.24072	0.311044	0.0340827	0.233488	0.348485	0.0151143	0.338476	0.0303543	11.3398
45450	-30531.6	-30469.3	-62.2865	0.215698	0.251481	3.31682	0.000877903	0.043294	0.423374	3.53245	0.214606	0.258583	0.186615	0.245867	0.308936	0.033805	0.231585	0.327463	0.0149912	0.35782	0.0343359	13.1892
45460	-30528.1	-30467.2	-60.9681	0.213527	0.138643	1.55944	0.000822611	0.0419257	0.418033	3.53922	0.197009	0.257233	0.18564	0.249804	0.307323	0.0348221	0.226047	0.333721	0.0215047	0.349262	0.0346438	11.2479
45470	-30534.7	-30471.5	-63.1444	0.210905	0.291771	3.53732	0.000759061	0.0402937	0.411514	3.54743	0.206414	0.257233	0.18564	0.249804	0.307323	0.0282417	0.228569	0.337444	0.0225495	0.353159	0.0300364	12.1236
45480	-30541	-30477.3	-63.7177	0.199781	0.350411	4.63352	0.000527194	0.0336492	0.383086	3.58274	0.20444	0.257233	0.18564	0.249804	0.307323	0.0290967	0.225174	0.332432	0.0222146	0.347914	0.0431682	13.2231
45490	-30538	-30475.9	-62.1004	0.20012	0.00717335	0.0843354	0.000533395	0.0338445	0.38397	3.58165	0.195497	0.250016	0.187444	0.252231	0.310309	0.0337998	0.238874	0.352659	0.0152443	0.319041	0.040382	11.7568
45500	-30533.7	-30473.3	-60.3855	0.21416	0.0554303	0.579292	0.00083848	0.0423231	0.419595	3.53724	0.200483	0.250694	0.185241	0.252915	0.31115	0.0295613	0.24232	0.357745	0.0154642	0.323643	0.031267	10.4508
45510	-30537.4	-30476.5	-60.8659	0.198665	0.0632427	0.694954	0.000507119	0.033009	0.380165	3.58632	0.204694	0.256243	0.178407	0.256735	0.308615	0.0337673	0.240693	0.339532	0.0153604	0.33959	0.0310571	10.9887
45520	-30537.2	-30475.1	-62.1051	0.202063	0.29497	3.62353	0.000570003	0.0349743	0.389022	3.57543	0.195806	0.242674	0.181662	0.261419	0.314245	0.0337673	0.240693	0.339532	0.0153604	0.33959	0.0310571	12.2844
45530	-30535.9	-30472.8	-63.0583	0.204067	0.357281	5.1063	0.000609559	0.0361542	0.394189	3.56905	0.194725	0.245373	0.17915	0.255262	0.320215	0.0336765	0.240046	0.338619	0.0153191	0.338676	0.0336629	14.2921
45540	-30538.8	-30477.9	-60.8746	0.209231	0.116263	1.35116	0.000720349	0.0392651	0.407318	3.5527	0.195665	0.240529	0.190095	0.251556	0.31782	0.0337212	0.240364	0.339069	0.0153394	0.339126	0.0323802	11.6216
45550	-30528.7	-30468.4	-60.2564	0.203292	0.000242776	0.0024899	0.000594034	0.0356959	0.392195	3.57152	0.199488	0.239503	0.188039	0.255991	0.316466	0.033631	0.239722	0.338162	0.0179732	0.338219	0.0322936	10.256
45560	-30533.3	-30472.1	-61.1524	0.205414	0.0772964	0.773127	0.000637214	0.0369561	0.39764	3.56477	0.202595	0.247395	0.190063	0.259464	0.303079	0.0299417	0.240294	0.338969	0.0180161	0.339027	0.0337522	10.0021
45570	-30533.1	-30473	-60.1431	0.205338	0.00240355	0.0246941	0.000635634	0.0369107	0.397446	3.56501	0.200322	0.250059	0.192109	0.25149	0.306342	0.0294378	0.241042	0.340024	0.0155583	0.340081	0.0338572	10.274
45580	-30527.2	-30466.5	-60.6699	0.217976	0.0540268	0.603169	0.000938631	0.0447468	0.428929	3.52539	0.196721	0.250059	0.192109	0.25149	0.306342	0.0291839	0.246228	0.337091	0.0138876	0.337148	0.0364612	11.1643
45590	-30531.2	-30468.6	-62.5373	0.203705	0.0587727	0.541665	0.000602266	0.0359397	0.393257	3.5702	0.198594	0.250059	0.192109	0.25149	0.306342	0.0291823	0.246756	0.337072	0.0138869	0.337129	0.0359734	9.21627
45600	-30529.9	-30468.6	-61.3692	0.211429	0.0286613	0.269667	0.00077149	0.0406182	0.412823	3.54579	0.192226	0.252864	0.183766	0.253987	0.309383	0.029717	0.229137	0.343248	0.0193194	0.343306	0.0352721	9.40874
45610	-30522.7	-30461	-61.7309	0.204386	0.029698	0.336246	0.000616036	0.0363436	0.395008	3.56803	0.200757	0.252031	0.18316	0.253149	0.31166	0.0302286	0.233082	0.33491	0.0201969	0.345703	0.0358793	11.3222
45620	-30523.2	-30461	-62.1654	0.206899	0.105393	1.28468	0.000668715	0.0378481	0.401423	3.56006	0.200378	0.255301	0.185537	0.247519	0.311643	0.0302286	0.233082	0.33491	0.0201969	0.345703	0.0358793	12.1893
45630	-30524.9	-30463.5	-61.3433	0.217774	0.0988865	1.06451	0.000933134	0.0446173	0.428439	3.52601	0.206626	0.257065	0.185474	0.247436	0.310025	0.0301601	0.233098	0.334934	0.0201983	0.345727	0.0358819	10.765
45640	-30532.8	-30470.5	-62.3252	0.221337	0.171739	1.96662	0.00103337	0.0469203	0.437027	3.51502	0.211567	0.258777	0.185047	0.246866	0.309311	0.0283385	0.233536	0.335563	0.0202363	0.346377	0.0359493	11.4512
45650	-30527.4	-30466	-61.4791	0.217474	0.0475102	0.554923	0.000925011	0.0444252	0.42771	3.52694	0.206543	0.258777	0.185047	0.246866	0.309311	0.0266357	0.235924	0.342233	0.0197459	0.338976	0.0364857	11.6801
45660	-30522.4	-30460.6	-61.7639	0.208221	0.051397	0.509467	0.00069764	0.0386485	0.40477	3.55588	0.208664	0.258777	0.185047	0.246866	0.309311	0.0331155	0.235383	0.341448	0.0197006	0.338198	0.0321547	9.91239
45670	-30528.2	-30465.4	-62.8164	0.213744	0.245271	2.98338	0.000828027	0.0420618	0.418569	3.53854	0.207443	0.256753	0.180014	0.256341	0.306892	0.0328208	0.238947	0.340635	0.0181263	0.337393	0.0320781	12.1636
45680	-30529.1	-30465.7	-63.4239	0.210997	0.205358	2.63471	0.000761236	0.0403507	0.411744	3.54714	0.236882	0.253862	0.183765	0.246213	0.31616	0.0328208	0.238947	0.340635	0.0181263	0.337393	0.0320781	12.8298
45690	-30527.8	-30463.4	-64.3581	0.204298	0.263065	3.82422	0.000614231	0.0362909	0.394781	3.56831	0.237789	0.249785	0.19045	0.245071	0.314694	0.0293563	0.234944	0.33813	0.0179956	0.346079	0.0334954	14.5372
45700	-30530.6	-30467	-63.6571	0.215922	0.209463	3.06157	0.000883758	0.0434362	0.423923	3.53176	0.230375	0.249968	0.172265	0.263373	0.314394	0.0388097	0.232696	0.334894	0.0178234	0.342768	0.0330085	14.6163
45710	-30531.7	-30469.8	-61.8789	0.211298	0.0777426	0.913847	0.000768367	0.0405369	0.412496	3.5462	0.221917	0.241119	0.192421	0.254049	0.31241	0.0389407	0.233482	0.336025	0.014507	0.343926	0.03312	11.7548
45720	-30537.2	-30473.7	-63.5556	0.213945	0.160816	2.02888	0.000833066	0.042188	0.419065	3.53791	0.233881	0.241119	0.192421	0.254049	0.31241	0.0384408	0.230484	0.342883	0.0159876	0.33951	0.0326947	12.6161
45730	-30537	-30474.6	-62.4713	0.20367	0.0373856	0.408617	0.000601569	0.0359191	0.393168	3.57031	0.230432	0.24288	0.184531	0.255904	0.316686	0.0376494	0.246281	0.335823	0.0157039	0.33252	0.0320216	10.9298
45740	-30539.8	-30478.1	-61.6649	0.223294	0.00855943	0.0939299	0.0010914	0.0482015	0.441689	3.50902	0.206227	0.240533	0.19241	0.253431	0.313626	0.0338906	0.253236	0.345306	0.0161474	0.321793	0.0296263	10.9738
45750	-30536.2	-30474.8	-61.4243	0.216274	0.110993	1.37486	0.000892987	0.0436595	0.424783	3.53066	0.2083	0.240705	0.192547	0.251918	0.31483	0.0336602	0.251514	0.342959	0.0163891	0.319606	0.035871	12.3869
45760	-30540.1	-30478.9	-61.2132	0.205159	0.0403425	0.455937	0.000631911	0.0368037	0.396987	3.56558	0.206914	0.244399	0.193016	0.251205	0.31138	0.0330898	0.247252	0.352673	0.0107754	0.31419	0.0420195	11.3017
45770	-30531.4	-30470.7	-60.722	0.207856	0.0571865	0.670691	0.000689582	0.0384272	0.403849	3.55703	0.202918	0.246956	0.192818	0.245588	0.314638	0.0314951	0.240658	0.343268	0.0158525	0.327828	0.0408988	11.7281
45780	-30528.2	-30468.4	-59.7495	0.204969	0.00649559	0.0730935	0.000627981	0.0366904	0.396501	3.56618	0.204846	0.24949	0.194796	0.248108	0.307605	0.0348064	0.241524	0.344503	0.0159096	0.329008	0.0342498	11.2528
45790	-30535.3	-30474.4	-60.9882	0.217891	0.0935157	1.05736	0.000936309	0.0446922	0.428722	3.52565	0.221723	0.255132	0.180709	0.254567	0.309593	0.0347513	0.241141	0.343957	0.0158844	0.331945	0.0323204	11.3067
45800	-30531.7	-30469.8	-61.9555	0.203588	0.212736	2.95778	0.00059994	0.0358709	0.392958	3.57057	0.213734	0.244518	0.189963	0.25028	0.315239	0.0348192	0.241613	0.344629	0.0133487	0.332594	0.0329964	13.9035
45810	-30522	-30460	-62.0308	0.211287	0.212736	2.92678	0.000768119	0.0405304	0.41247	3.54623	0.212206	0.244179	0.1897	0.251321	0.314801	0.034858	0.241882	0.344987	0.013277	0.332965	0.0320305	13.7578
45820	-30524.8	-30462.5	-62.2874	0.219389	0.198629	2.395	0.0009777	0.0456561	0.432347	3.52102	0.22032	0.244179	0.1897	0.251321	0.314801	0.0288621	0.242547	0.345935	0.0166581	0.33388	0.0321185	12.0577
45830	-30529.2	-30468.1	-61.1838	0.216858	0.0702524	0.808939	0.000908482	0.0440317	0.42621	3.52885	0.218964	0.253231	0.193921	0.248071	0.304777	0.033	0.242233	0.345487	0.0170488	0.330155	0.0320769	11.5148
45840	-30525.3	-30462.7	-62.6275	0.215114	0.152222	1.69765	0.000862789	0.0429244	0.421942	3.53427	0.216129	0.244206	0.19285	0.248088	0.314855	0.0328024	0.240782	0.343418	0.0169467	0.328179	0.0378716	11.1524
45850	-30531.4	-30468.1	-63.3594	0.217916	0.234401	3.01984	0.00093698	0.0447079	0.428782	3.52557	0.222579	0.249935	0.198752	0.250299	0.301014	0.0320576	0.235315	0.360162	0.0147278	0.320726	0.0370116	12.8832
45860	-30530.3	-30465.9	-64.3869	0.208528	0.300248	3.94372	0.0007045	0.0388358	0.405547	3.55491	0.227316	0.246867	0.196312	0.255468	0.301353	0.0320576	0.235315	0.360162	0.0147278	0.320726	0.0370116	13.1349
45870	-30535.3	-30473.3	-61.9321	0.212004	0.00811361	0.0914164	0.000785275	0.040975	0.414255	3.54398	0.222663	0.248834	0.197877	0.249534	0.303755	0.0322183	0.234372	0.358719	0.0157005	0.319441	0.0395492	11.267
45880	-30528	-30465.6	-62.4144	0.213414	0.0322943	0.377359	0.000819798	0.0418549	0.417753	3.53957	0.222254	0.247206	0.196582	0.254444	0.301768	0.0316503	0.23024	0.352394	0.0154237	0.33144	0.038852	11.685
45890	-30529	-30466.9	-62.1251	0.202958	0.0616795	0.749247	0.000587441	0.0354994	0.391335	3.57258	0.217431	0.250368	0.186307	0.257698	0.305627	0.0309715	0.230401	0.352641	0.0154345	0.331672	0.0388792	12.1474
45900	-30527.3	-30464.6	-62.6899	0.208817	0.163722	2.11423	0.00071098	0.0390119	0.406275	3.554	0.227717	0.250096	0.187479	0.25932	0.303106	0.0301768	0.231936	0.354991	0.016115	0.333882	0.0328986	12.9135
45910	-30528.6	-30466.6	-62.0627	0.205879	0.0624969	0.781453	0.000646952	0.0372342	0.398825	3.56329	0.213822	0.251285	0.188371	0.255797	0.304547	0.0244965	0.231572	0.354433	0.0156864	0.333358	0.0404545	12.5039
45920	-30532.8	-30469	-63.8175	0.205381	0.222987	3.25206	0.000636525	0.0369363	0.397555	3.56487	0.213163	0.255655	0.179815	0.259321	0.305209	0.0315239	0.222235	0.340142	0.0181379	0.347266	0.0406956	14.5841
45930	-30536.1	-30471.8	-64.2967	0.207871	0.226517	3.26458	0.000689907	0.0384362	0.403887	3.55699	0.215317	0.26104	0.182511	0.254891	0.301557	0.0285362	0.223378	0.341892	0.0162363	0.349052	0.040905	14.4121
45940	-30536.6	-30473.6	-62.975	0.206555	0.111931	1.14554	0.000661328	0.0376409	0.400549	3.56115	0.213864	0.26104	0.182511	0.254891	0.301557	0.0329641	0.220212	0.3359	0.0171693	0.353724	0.0400303	10.2344
45950	-30537.4	-30473.3	-64.0741	0.213738	0.126481	1.77767	0.000827875	0.042058	0.418554	3.53856	0.213864	0.258583	0.188899	0.252492	0.300027	0.0317159	0.221288	0.337542	0.0141548	0.355453	0.0398462	14.0548
45960	-30533.6	-30466.5	-67.0692	0.21742	0.526431	9.14188	0.000923541	0.0443904	0.427577	3.52711	0.214815	0.26052	0.190778	0.246427	0.302274	0.0313477	0.23344	0.333035	0.0139905	0.348804	0.0393836	17.3658
45970	-30534.3	-30468.9	-65.4204	0.21809	0.433253	6.74907	0.000941743	0.0448199	0.429205	3.52503	0.219512	0.26052	0.190778	0.246427	0.302274	0.0272369	0.245979	0.350924	0.0162288	0.318132	0.0414991	15.5777
45980	-30528.2	-30463.7	-64.5229	0.219791	0.38792	5.65438	0.000989015	0.045916	0.433316	3.51978	0.207837	0.252533	0.192839	0.249089	0.305539	0.0336317	0.244699	0.349099	0.0148092	0.316478	0.0412833	14.5762
45990	-30527.7	-30466.7	-60.9715	0.212406	0.0449709	0.508245	0.000795003	0.0412249	0.415254	3.54273	0.20199	0.252533	0.192839	0.249089	0.305539	0.0353043	0.243491	0.349708	0.0148351	0.31703	0.0396318	11.3017
46000	-30534.3	-30473.7	-60.6424	0.20597	0.0476119	0.546456	0.000648877	0.0372889	0.399058	3.563	0.201372	0.248821	0.190004	0.245427	0.315748	0.0239835	0.246348	0.353812	0.0150092	0.32075	0.0400969	11.4773
