Iteration	Posterior	Likelihood	Prior	alpha_g	epsilon	extinction	gamma_cats[1]	gamma_cats[2]	gamma_cats[3]	gamma_cats[4]	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	r[5]	r[6]	speciation
29920	-30523.7	-30461.6	-62.0731	0.215414	0.0849849	1.0409	0.000870536	0.0431143	0.422679	3.53334	0.23293	0.247374	0.189375	0.24092	0.322331	0.0241918	0.262546	0.345163	0.0161787	0.320513	0.0314078	12.248
29930	-30526.7	-30463.1	-63.5663	0.219123	0.192559	2.73275	0.000970249	0.0454842	0.431704	3.52184	0.240287	0.2477	0.189625	0.241238	0.321437	0.0271866	0.250366	0.351772	0.0177376	0.320928	0.0320092	14.1918
29940	-30525.3	-30463.4	-61.8874	0.223028	0.0339842	0.387103	0.00108338	0.0480263	0.441056	3.50983	0.228058	0.244124	0.188607	0.249789	0.31748	0.0300061	0.249563	0.350643	0.0176806	0.319898	0.0322099	11.3906
29950	-30528.6	-30465.8	-62.8584	0.21177	0.101939	1.14754	0.000779637	0.0408295	0.413672	3.54472	0.224302	0.245182	0.189424	0.246538	0.318856	0.0290612	0.249215	0.348794	0.018619	0.319452	0.0348589	11.2572
29960	-30522.2	-30460.2	-62.0071	0.207413	0.00326605	0.0355172	0.000679853	0.0381584	0.402726	3.55844	0.232073	0.248786	0.19044	0.240484	0.32029	0.0265028	0.25046	0.350249	0.0169976	0.320786	0.0350043	10.8747
29970	-30527.6	-30464.1	-63.5655	0.208457	0.192002	2.45678	0.000702904	0.0387923	0.405367	3.55514	0.231425	0.24796	0.191336	0.240454	0.32025	0.0265386	0.2508	0.350724	0.0179461	0.32122	0.0327719	12.7956
29980	-30526.6	-30464.6	-62.0447	0.209118	0.00325086	0.0389032	0.000717787	0.039196	0.407034	3.55305	0.234972	0.245191	0.1892	0.248936	0.316674	0.0253618	0.249311	0.351831	0.0150643	0.322234	0.0361988	11.9671
29990	-30522.2	-30459.3	-62.9635	0.209291	0.00266404	0.0317799	0.000721703	0.0393015	0.407468	3.55251	0.23924	0.245191	0.1892	0.248936	0.316674	0.0253551	0.249245	0.351738	0.015323	0.322149	0.0361893	11.9292
30000	-30527.4	-30464	-63.3303	0.208113	0.0229356	0.229455	0.000695247	0.0385829	0.404498	3.55622	0.225369	0.245191	0.1892	0.248936	0.316674	0.0416832	0.245671	0.348075	0.0151033	0.31753	0.0319379	10.0043
30010	-30530.6	-30465.9	-64.6382	0.212162	0.342464	5.03874	0.000789093	0.0410733	0.414648	3.54349	0.225866	0.244757	0.188865	0.250263	0.316114	0.0417824	0.241191	0.348903	0.017824	0.318286	0.0320139	14.7132
30020	-30532.4	-30466.4	-65.9717	0.195713	0.437357	6.83136	0.00045664	0.0313397	0.372378	3.59583	0.230414	0.243331	0.187764	0.248805	0.3201	0.0383011	0.248346	0.336194	0.0164681	0.327727	0.0329635	15.6196
30030	-30529.9	-30467.1	-62.7923	0.20617	0.204164	2.87252	0.000653116	0.0374091	0.399568	3.56237	0.225506	0.245046	0.185455	0.24673	0.322769	0.0385101	0.249701	0.338029	0.0132136	0.329515	0.0310314	14.0697
30040	-30529.7	-30467.8	-61.8816	0.219177	0.0467455	0.560848	0.000971767	0.0455193	0.431836	3.52167	0.217321	0.243893	0.184242	0.250614	0.32125	0.0268199	0.251774	0.340835	0.0170312	0.332251	0.031289	11.9979
30050	-30521.9	-30459.8	-62.0928	0.20545	0.0806074	1.00399	0.000637959	0.0369774	0.397731	3.56465	0.232382	0.258943	0.181677	0.242601	0.316778	0.0266886	0.250541	0.339166	0.0169478	0.330624	0.036032	12.4553
30060	-30522.6	-30460.5	-62.0922	0.20545	0.134099	1.5758	0.000637959	0.0369774	0.397731	3.56465	0.219444	0.253336	0.184745	0.252001	0.309918	0.0276886	0.22793	0.35104	0.0175411	0.342198	0.0336022	11.751
30070	-30525.4	-30460.5	-64.9192	0.212865	0.371128	5.20477	0.00080622	0.0415111	0.416392	3.54129	0.228092	0.252373	0.184043	0.254844	0.308741	0.0276445	0.227567	0.350481	0.0152227	0.341654	0.0374309	14.0242
30080	-30528.6	-30465.6	-62.9844	0.218972	0.189641	2.6658	0.000966058	0.0453871	0.431341	3.52231	0.23365	0.252311	0.183997	0.25478	0.308912	0.0276676	0.227758	0.350774	0.0143979	0.34194	0.0374623	14.0571
30090	-30523.3	-30460	-63.3737	0.207536	0.218204	2.68763	0.000682558	0.0382333	0.403039	3.55804	0.222583	0.252311	0.183997	0.25478	0.308912	0.0330143	0.239838	0.340935	0.0156533	0.333971	0.0365892	12.317
30100	-30525.1	-30462.4	-62.6545	0.20247	0.177704	2.23047	0.000577886	0.0352127	0.390074	3.57414	0.231179	0.252261	0.190274	0.238598	0.318867	0.0319166	0.236477	0.350792	0.0154461	0.329292	0.0360765	12.5516
30110	-30525.5	-30463.4	-62.0477	0.212503	0.0370576	0.446079	0.000797363	0.0412853	0.415494	3.54242	0.239441	0.257418	0.193161	0.248931	0.300491	0.0319294	0.236572	0.350933	0.0150518	0.329423	0.036091	12.0374
30120	-30524.8	-30462.6	-62.246	0.206193	0.108171	1.41499	0.00065361	0.0374231	0.399628	3.5623	0.225444	0.252057	0.189138	0.243747	0.315058	0.0319294	0.236572	0.350933	0.0150518	0.329423	0.036091	13.0811
30130	-30517.5	-30455.2	-62.2861	0.205716	0.0183117	0.192027	0.000643539	0.0371369	0.398411	3.56381	0.225362	0.251509	0.188727	0.25429	0.305475	0.0319294	0.236572	0.350933	0.0150518	0.329423	0.036091	10.4866
30140	-30529.3	-30467.7	-61.5896	0.191427	0.0166868	0.182233	0.000389899	0.0289809	0.360916	3.60971	0.219327	0.250142	0.187701	0.252908	0.30925	0.0319294	0.236572	0.350933	0.0150518	0.329423	0.036091	10.9208
30150	-30517.7	-30456	-61.7578	0.20651	0.0175216	0.200659	0.000660359	0.0376136	0.400434	3.56129	0.234846	0.249052	0.186883	0.249506	0.314559	0.0293268	0.238483	0.351264	0.015066	0.329735	0.0361251	11.4521
30160	-30525.9	-30462.4	-63.5223	0.203532	0.113279	1.57202	0.000598804	0.0358374	0.392812	3.57075	0.250459	0.254965	0.185412	0.247542	0.312082	0.0300232	0.238582	0.351411	0.0150723	0.329872	0.0350398	13.8774
30170	-30526.9	-30460.9	-66.0558	0.217103	0.176686	1.82281	0.00091503	0.0441881	0.426807	3.52809	0.229266	0.254965	0.185412	0.247542	0.312082	0.0296887	0.244426	0.347496	0.0175426	0.326197	0.0346494	10.3167
30180	-30521.9	-30459.8	-62.0592	0.214942	0.0415574	0.484373	0.000858371	0.0428158	0.42152	3.53481	0.233546	0.243491	0.188795	0.25112	0.316593	0.0295162	0.24447	0.347558	0.0175457	0.326255	0.0346556	11.6555
30190	-30521.3	-30459	-62.3069	0.209816	0.0692408	0.87114	0.000733725	0.0396236	0.408789	3.55085	0.225682	0.243491	0.188795	0.25112	0.316593	0.0284614	0.247552	0.345436	0.0189725	0.324263	0.0353146	12.5813
30200	-30525.9	-30460.9	-64.9202	0.209059	0.0370017	0.358304	0.000716448	0.0391599	0.406885	3.55324	0.229562	0.242221	0.18847	0.24981	0.319498	0.0353216	0.245804	0.342997	0.0188386	0.321974	0.0350652	9.68344
30210	-30519.2	-30456.5	-62.6356	0.215154	0.111996	1.42004	0.000863826	0.0429499	0.422041	3.53415	0.230644	0.242221	0.18847	0.24981	0.319498	0.0372662	0.245018	0.341899	0.0179236	0.320944	0.0369496	12.6794
30220	-30527.8	-30462.5	-65.3547	0.209027	0.35941	5.05687	0.000715722	0.0391402	0.406805	3.55334	0.229814	0.24395	0.185976	0.25563	0.314445	0.0380296	0.250037	0.348902	0.0182907	0.315511	0.0292297	14.0699
30230	-30524.8	-30460.6	-64.166	0.200655	0.237911	2.98176	0.000543308	0.0341542	0.385365	3.57994	0.229933	0.241855	0.192964	0.253436	0.311745	0.0380296	0.250037	0.348902	0.0182907	0.315511	0.0292297	12.5331
30240	-30524.3	-30461.3	-63.0239	0.221967	0.0186503	0.239425	0.00105182	0.0473315	0.438532	3.51308	0.233875	0.246014	0.189661	0.253052	0.311273	0.0391624	0.249957	0.348792	0.0174568	0.315411	0.0292204	12.8376
30250	-30529.8	-30466.7	-63.0982	0.201566	0.0153083	0.173683	0.000560475	0.0346839	0.387733	3.57702	0.237077	0.248806	0.191813	0.244576	0.314805	0.029759	0.250925	0.350143	0.0175939	0.316633	0.0349466	11.3457
30260	-30524.3	-30462.9	-61.4697	0.2096	0.0126783	0.135075	0.000728747	0.0394906	0.408244	3.55154	0.218762	0.247346	0.196556	0.243141	0.312958	0.029248	0.246616	0.34413	0.0172917	0.328368	0.0343465	10.654
30270	-30527.2	-30463.3	-63.9141	0.206028	0.252243	3.16812	0.000650099	0.0373236	0.399205	3.56282	0.226573	0.241964	0.194644	0.240775	0.322617	0.0292142	0.246331	0.343732	0.0172717	0.327988	0.0354631	12.5598
30280	-30527.4	-30462.7	-64.6347	0.212004	0.263833	3.2671	0.000785265	0.0409748	0.414254	3.54399	0.227839	0.242032	0.194419	0.240843	0.322707	0.0364021	0.251271	0.350625	0.0176181	0.307909	0.0361743	12.3832
30290	-30527.1	-30463	-64.0875	0.209579	0.191124	2.82293	0.000728286	0.0394782	0.408194	3.5516	0.223011	0.240282	0.190467	0.248877	0.320374	0.0364021	0.251271	0.350625	0.0176181	0.307909	0.0361743	14.7702
30300	-30525.2	-30462.1	-63.0424	0.206154	0.191602	2.42681	0.000652778	0.0373995	0.399528	3.56242	0.223499	0.235508	0.190496	0.253574	0.320423	0.0351022	0.249584	0.338104	0.016989	0.325339	0.0348825	12.6659
30310	-30534.5	-30471	-63.4997	0.213957	0.182214	2.05895	0.000833362	0.0421954	0.419094	3.53788	0.224005	0.238698	0.193076	0.247513	0.320713	0.0348287	0.249815	0.338418	0.0163825	0.325641	0.0349149	11.2996
30320	-30533.2	-30470.4	-62.8746	0.20163	0.094094	1.00259	0.000561696	0.0347212	0.387899	3.57682	0.230544	0.243775	0.187474	0.250544	0.318206	0.0348287	0.249815	0.338418	0.0163825	0.325641	0.0349149	10.6551
30330	-30528.4	-30466.7	-61.7134	0.212807	0.0438331	0.48753	0.000804796	0.0414749	0.416249	3.54147	0.221713	0.247211	0.190117	0.23998	0.322692	0.0307488	0.251182	0.340269	0.0152735	0.327422	0.0351058	11.1224
30340	-30527.8	-30464.6	-63.1933	0.214386	0.149188	1.97534	0.000844197	0.0424653	0.420152	3.53654	0.224158	0.245372	0.188703	0.245633	0.320292	0.0306486	0.250363	0.33916	0.0152237	0.326355	0.0382494	13.2406
30350	-30529	-30464.4	-64.6616	0.216409	0.0811377	1.1414	0.000896554	0.0437455	0.425113	3.53024	0.234433	0.251945	0.187059	0.243494	0.317502	0.0306519	0.25039	0.339196	0.0152253	0.32639	0.0381467	14.0674
30360	-30527.2	-30462.5	-64.7892	0.208458	0.280777	4.37172	0.000702937	0.0387932	0.40537	3.55513	0.227717	0.247768	0.191749	0.246971	0.313512	0.0307128	0.250888	0.33987	0.0153159	0.327039	0.0361749	15.5701
30370	-30525.8	-30461.1	-64.6653	0.214667	0.303856	3.86868	0.00085134	0.0426423	0.420844	3.53566	0.225675	0.247768	0.191749	0.246971	0.313512	0.0306173	0.250422	0.339239	0.0180362	0.326432	0.0352539	12.7319
30380	-30532.6	-30468.4	-64.1999	0.221631	0.303856	4.26672	0.00104193	0.0471115	0.437728	3.51412	0.221599	0.247768	0.191749	0.246971	0.313512	0.0307391	0.251418	0.340589	0.0141307	0.32773	0.0353941	14.0419
30390	-30524.6	-30462.3	-62.3028	0.2121	0.143469	1.73329	0.000787593	0.0410347	0.414494	3.54368	0.22744	0.247768	0.191749	0.246971	0.313512	0.0305755	0.250079	0.338775	0.0140555	0.328542	0.0379727	12.0813
30400	-30525.9	-30464.3	-61.5762	0.211703	0.0201438	0.235512	0.00077804	0.0407882	0.413506	3.54493	0.218062	0.249823	0.189112	0.251863	0.309202	0.0323267	0.248864	0.338739	0.0181182	0.324164	0.0377881	11.6915
30410	-30526.9	-30465.4	-61.4797	0.213067	0.0678571	0.793259	0.000811193	0.0416374	0.416893	3.54066	0.217693	0.247772	0.194115	0.245736	0.312376	0.0317504	0.244427	0.3327	0.0177952	0.335864	0.0374633	11.6901
30420	-30521.4	-30459.5	-61.8675	0.209576	0.0625543	0.654138	0.000728203	0.039476	0.408184	3.55161	0.220871	0.249282	0.187669	0.245478	0.317572	0.0264754	0.242771	0.335096	0.0179233	0.338283	0.0394508	10.4571
30430	-30529.2	-30466.8	-62.3656	0.209617	0.003191	0.0321353	0.000729157	0.0395015	0.408289	3.55148	0.225723	0.247678	0.192896	0.243898	0.315528	0.0358472	0.239937	0.331184	0.0197091	0.334333	0.0389902	10.0706
30440	-30531.4	-30470	-61.3453	0.222349	0.003191	0.0355541	0.00106311	0.0475814	0.439443	3.51191	0.219648	0.24642	0.189982	0.245717	0.317881	0.0360473	0.241276	0.333032	0.0198191	0.336199	0.0336258	11.142
30450	-30521.9	-30459.4	-62.4704	0.210579	0.0994431	1.0889	0.00075142	0.0400928	0.4107	3.54846	0.226147	0.249966	0.178327	0.249252	0.322454	0.0282784	0.24359	0.336226	0.018141	0.339424	0.0343404	10.95
30460	-30529.4	-30465.7	-63.6949	0.209051	0.0221858	0.297679	0.000716265	0.0391549	0.406865	3.55326	0.22154	0.249966	0.178327	0.249252	0.322454	0.0360336	0.242903	0.325777	0.0180898	0.338466	0.03873	13.4175
30470	-30527.9	-30466.5	-61.3664	0.211751	0.0234885	0.251974	0.000779182	0.0408177	0.413625	3.54478	0.225985	0.246319	0.190315	0.245616	0.31775	0.0296755	0.244907	0.328465	0.0166456	0.341258	0.0390494	10.7276
30480	-30530.3	-30468.4	-61.8998	0.209622	0.0213645	0.218298	0.000729252	0.0395041	0.408299	3.55147	0.222788	0.243789	0.191901	0.251963	0.312347	0.0296535	0.24223	0.337547	0.0144172	0.337529	0.0386227	10.2178
30490	-30525.3	-30463.2	-62.1617	0.207821	0.0269292	0.271763	0.0006888	0.0384057	0.40376	3.55715	0.223814	0.243789	0.191901	0.251963	0.312347	0.0374999	0.242355	0.336089	0.0154839	0.330728	0.0378445	10.0917
30500	-30529.6	-30468.2	-61.4184	0.207821	0.0409443	0.423047	0.0006888	0.0384057	0.40376	3.55715	0.206557	0.244908	0.192782	0.25312	0.309191	0.0375102	0.242421	0.336181	0.0152148	0.330818	0.0378548	10.3322
30510	-30523.5	-30462	-61.4721	0.213428	0.0750842	0.826785	0.000820129	0.0418632	0.417786	3.53953	0.221417	0.244908	0.192782	0.25312	0.309191	0.0366352	0.236766	0.351665	0.0148599	0.323102	0.0369718	11.0114
30520	-30529.4	-30464.6	-64.8317	0.211695	0.393906	6.21253	0.00077785	0.0407833	0.413487	3.54495	0.217455	0.245273	0.191576	0.253498	0.309652	0.0277541	0.258363	0.346831	0.0157361	0.31866	0.0326562	15.7716
30530	-30521.4	-30455.9	-65.5054	0.212397	0.402628	5.74514	0.000794777	0.0412192	0.415231	3.54276	0.211171	0.243145	0.191214	0.251298	0.314343	0.0310534	0.259935	0.34894	0.0158318	0.313677	0.0305622	14.2691
30540	-30518.8	-30455.8	-63.0495	0.206555	0.162858	1.96873	0.000661316	0.0376405	0.400548	3.56115	0.230543	0.244812	0.194928	0.248908	0.311353	0.0310669	0.25942	0.349187	0.015843	0.313899	0.0305838	12.0886
30550	-30520.7	-30456.1	-64.6105	0.210127	0.306471	4.67645	0.000740892	0.0398143	0.409567	3.54988	0.21973	0.242549	0.193126	0.245853	0.318472	0.0333156	0.258818	0.348377	0.0158062	0.31317	0.0305128	15.259
30560	-30522.2	-30458	-64.1869	0.210054	0.301004	3.95339	0.000739206	0.0397696	0.409385	3.55011	0.218207	0.245495	0.192375	0.244897	0.317234	0.0323922	0.257615	0.346757	0.0157327	0.317132	0.030371	13.134
30570	-30527.3	-30464.1	-63.1685	0.214135	0.136505	1.80713	0.000837829	0.0423069	0.419532	3.53732	0.227844	0.246794	0.18468	0.249614	0.318912	0.0313554	0.23823	0.348915	0.0170863	0.333202	0.0312118	13.2386
30580	-30516.7	-30454.6	-62.0594	0.211003	0.0118063	0.125959	0.00076139	0.0403547	0.411761	3.54712	0.227408	0.246886	0.184749	0.249708	0.318657	0.0327383	0.236472	0.346341	0.0178326	0.330744	0.0358723	10.6688
30590	-30522.9	-30460.5	-62.4619	0.206472	0.0878267	0.972322	0.000659548	0.0375908	0.400337	3.56141	0.22742	0.248188	0.185723	0.251024	0.315065	0.0328528	0.233936	0.347552	0.0177615	0.3319	0.0359977	11.0709
30600	-30523.9	-30462.5	-61.4508	0.208033	0.0878267	1.0443	0.000693486	0.0385346	0.404297	3.55648	0.213982	0.253901	0.178983	0.250272	0.316844	0.0328528	0.233936	0.347552	0.0177615	0.3319	0.0359977	11.8904
30610	-30523.4	-30462.4	-61.0037	0.196598	0.0413896	0.493166	0.000471372	0.0318361	0.374721	3.59297	0.218739	0.252119	0.184747	0.248515	0.314619	0.0324949	0.247429	0.343766	0.0168661	0.328285	0.0311598	11.9152
30620	-30527	-30466.4	-60.5466	0.210576	0.0398527	0.474854	0.000751353	0.040091	0.410693	3.54846	0.221781	0.250659	0.182075	0.247076	0.32019	0.0328317	0.249993	0.335828	0.0170409	0.331687	0.0326192	11.9152
30630	-30524.6	-30463.6	-61.0474	0.223197	0.00426553	0.0508248	0.00108848	0.0481378	0.441459	3.50931	0.237037	0.249406	0.18672	0.245283	0.31859	0.0328917	0.25045	0.336441	0.0152448	0.332293	0.0326788	11.9152
30640	-30525.7	-30463.5	-62.1932	0.211754	0.187346	2.55208	0.000779249	0.0408195	0.413632	3.54477	0.225511	0.250952	0.184756	0.245465	0.318826	0.0322564	0.245613	0.349413	0.014794	0.325875	0.0320477	13.6223
30650	-30525.2	-30462.6	-62.622	0.210721	0.115531	1.31498	0.000754746	0.0401804	0.411055	3.54801	0.228196	0.24696	0.181817	0.257597	0.313627	0.0319459	0.243249	0.34605	0.0154577	0.331558	0.0317392	11.3821
30660	-30521.1	-30458.1	-62.9673	0.21394	0.184783	2.29098	0.000832938	0.0421848	0.419052	3.53793	0.228965	0.245382	0.187045	0.25595	0.311623	0.0323602	0.242201	0.344559	0.0192798	0.33013	0.0314701	12.3983
30670	-30524.2	-30460.3	-63.9358	0.216841	0.0950169	1.03601	0.000908012	0.0440205	0.426167	3.5289	0.235702	0.24252	0.196525	0.252966	0.307989	0.0323602	0.242201	0.344559	0.0192798	0.33013	0.0314701	10.9034
30680	-30527.8	-30465.1	-62.6873	0.208054	0.063464	0.794673	0.000693955	0.0385475	0.40435	3.55641	0.239885	0.244297	0.194998	0.241384	0.319321	0.0324467	0.242848	0.34548	0.016658	0.331013	0.0315542	12.5216
30690	-30528.5	-30460.9	-67.6144	0.20857	0.529602	9.46992	0.000705423	0.038861	0.405651	3.55478	0.227555	0.24943	0.185544	0.246456	0.31857	0.0322753	0.241565	0.343655	0.0165701	0.329264	0.0366701	17.8812
30700	-30525.2	-30458	-67.2477	0.209724	0.485547	8.31705	0.000731594	0.0395667	0.408556	3.55115	0.238555	0.249366	0.185496	0.246393	0.318745	0.0323302	0.241976	0.344239	0.0150311	0.329824	0.0365996	17.1292
30710	-30532.6	-30470	-62.548	0.204055	0.0915355	1.24128	0.000609312	0.0361469	0.394157	3.56909	0.227683	0.248739	0.18503	0.248287	0.317944	0.0380449	0.242636	0.341528	0.0150721	0.326019	0.0366995	13.5606
30720	-30527.6	-30464.7	-62.9006	0.209958	0.118577	1.4207	0.000736997	0.0397108	0.409145	3.55041	0.23888	0.248293	0.18474	0.249593	0.317374	0.0381315	0.243188	0.342306	0.012831	0.32676	0.036783	11.9813
30730	-30529.6	-30463.9	-65.7236	0.200644	0.00856317	0.122301	0.000543094	0.0341476	0.385336	3.57997	0.226469	0.245913	0.185325	0.250383	0.318379	0.0381315	0.243188	0.342306	0.012831	0.32676	0.036783	14.2822
30740	-30523.9	-30461.3	-62.5906	0.210206	0.162256	2.1931	0.000742733	0.0398632	0.409766	3.54963	0.230417	0.245913	0.185325	0.250383	0.318379	0.0380033	0.242371	0.341155	0.0161499	0.325662	0.0366593	13.5163
30750	-30528.8	-30466.9	-61.9498	0.202135	0.108114	1.36255	0.00057139	0.0350163	0.389208	3.5752	0.230234	0.245833	0.185344	0.25041	0.318413	0.0382115	0.243699	0.343024	0.0162676	0.327446	0.0313531	12.6028
30760	-30525.1	-30463	-62.1383	0.206094	0.0293368	0.356647	0.000651502	0.0373634	0.399374	3.56261	0.227017	0.24498	0.18817	0.249541	0.317308	0.029361	0.239857	0.349731	0.0152369	0.333848	0.0319661	12.157
30770	-30523	-30458.8	-64.1464	0.207916	0.205726	2.98211	0.000690887	0.0384632	0.403999	3.55685	0.246899	0.24254	0.188779	0.250347	0.318334	0.0330609	0.238943	0.348397	0.0151788	0.332576	0.0318443	14.4955
30780	-30526.6	-30463.9	-62.6837	0.214561	0.11412	1.37805	0.000848633	0.0425754	0.420582	3.53599	0.226332	0.243049	0.185944	0.251372	0.319636	0.032966	0.238257	0.347397	0.0154427	0.331621	0.0343165	12.0754
30790	-30532.7	-30469.3	-63.4637	0.207985	0.0391376	0.456404	0.00069242	0.0385053	0.404175	3.55663	0.240983	0.243487	0.186279	0.251825	0.31841	0.0394596	0.243731	0.330256	0.0157975	0.33924	0.0315162	11.6615
30800	-30528.3	-30464.7	-63.5765	0.214457	0.102283	1.35196	0.000845993	0.0425099	0.420327	3.53632	0.243184	0.248519	0.180797	0.245694	0.32499	0.0394501	0.243672	0.330176	0.0157936	0.339158	0.0317498	13.2178
30810	-30522.9	-30459.2	-63.6991	0.200906	0.137849	1.68017	0.000548007	0.0343	0.38602	3.57913	0.239498	0.248519	0.180797	0.245694	0.32499	0.0362868	0.244572	0.331396	0.0154673	0.340411	0.031867	12.1884
30820	-30526.1	-30461	-65.0466	0.198578	0.132783	1.454	0.000505575	0.0329592	0.379937	3.5866	0.241249	0.253413	0.184357	0.250533	0.311697	0.0269465	0.246323	0.333768	0.0180205	0.342847	0.0320951	10.9502
30830	-30524	-30461.5	-62.4819	0.20818	0.00803508	0.0884885	0.000696737	0.0386238	0.404667	3.55601	0.24275	0.254	0.184785	0.251113	0.310102	0.0270034	0.246843	0.334473	0.0159462	0.343571	0.0321629	11.0128
30840	-30521.9	-30459.7	-62.1813	0.206407	0.00803508	0.0950487	0.000658154	0.0375515	0.400171	3.56162	0.233891	0.251995	0.179459	0.238781	0.329765	0.0363432	0.250463	0.339379	0.0180207	0.323159	0.0326347	11.8292
30850	-30526.4	-30464.5	-61.8529	0.202492	0.0124712	0.152891	0.00057831	0.0352254	0.390131	3.57407	0.232589	0.245905	0.182098	0.237385	0.334613	0.0345858	0.250597	0.33956	0.0192725	0.323332	0.0326521	12.2595
30860	-30522.4	-30458.4	-64.0414	0.212833	0.107101	1.2426	0.000805438	0.0414913	0.416313	3.54139	0.240538	0.248186	0.188636	0.239587	0.323591	0.0327848	0.251065	0.340194	0.0193084	0.323935	0.032713	11.6021
30870	-30529.1	-30464.6	-64.5728	0.205427	0.294032	4.49112	0.00063748	0.0369637	0.397672	3.56473	0.240538	0.248186	0.188636	0.239587	0.323591	0.0320418	0.26658	0.332484	0.0203291	0.316594	0.0319716	15.2743
30880	-30529.8	-30465.7	-64.0803	0.210656	0.271535	3.87243	0.000753225	0.0401404	0.410893	3.54821	0.233926	0.246241	0.187158	0.23771	0.328891	0.0320418	0.26658	0.332484	0.0203291	0.316594	0.0319716	14.2612
30890	-30523.6	-30458.7	-64.8883	0.212952	0.135714	1.44905	0.000808375	0.0415659	0.41661	3.54102	0.230205	0.245842	0.196271	0.240861	0.317025	0.0274531	0.265916	0.339764	0.0202785	0.315804	0.0307841	10.6772
30900	-30521.7	-30459.3	-62.48	0.206983	0.0511854	0.615087	0.000670529	0.0378988	0.401637	3.55979	0.232762	0.245842	0.196271	0.240861	0.317025	0.0275712	0.26706	0.341226	0.0160636	0.317163	0.0309165	12.0168
30910	-30529.2	-30465.6	-63.6428	0.211156	0.120169	1.33533	0.000764992	0.0404489	0.412141	3.54665	0.229176	0.249905	0.189436	0.244841	0.315818	0.0273625	0.265038	0.338643	0.0190995	0.314762	0.0350946	11.1121
30920	-30533.1	-30468.8	-64.2936	0.201454	0.188158	2.74874	0.000558349	0.0346187	0.387443	3.57738	0.223876	0.249907	0.195056	0.242386	0.312651	0.037672	0.263431	0.33659	0.0166413	0.312854	0.0328122	14.6087
30930	-30530.7	-30465.9	-64.8131	0.215929	0.297485	3.88305	0.000883929	0.0434404	0.423939	3.53174	0.219783	0.253137	0.192807	0.245008	0.309048	0.037952	0.257956	0.339092	0.016765	0.315179	0.033056	13.053
30940	-30525.7	-30464.3	-61.4606	0.213935	0.0833968	0.941327	0.000832796	0.0421812	0.419038	3.53795	0.20915	0.243879	0.192505	0.242217	0.3214	0.0311542	0.259586	0.341234	0.0175902	0.317171	0.0332649	11.2873
30950	-30521.7	-30459.8	-61.8607	0.208317	0.119749	1.46446	0.00069979	0.0387073	0.405014	3.55558	0.219568	0.244468	0.19297	0.240386	0.322176	0.0323473	0.259031	0.340504	0.0184324	0.316492	0.0331937	12.2294
